ts_epoch,ts_et,leg,kind,target_cents,state,reason,receipt
1786308158,2026-08-09 20:42:38,BAR,REPRICE_REST,83,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-LEC.csv.gz#row-46
1786308342,2026-08-09 20:45:42,BAR,REPRICE_REST,84,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-86
1786308342,2026-08-09 20:45:42,BAR,REPRICE_REST,85,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-88
1786308342,2026-08-09 20:45:42,BAR,REPRICE_REST,84,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-86
1786308342,2026-08-09 20:45:42,BAR,REPRICE_REST,85,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-88
1786308424,2026-08-09 20:47:04,BAR,REPRICE_REST,83,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-92
1786308424,2026-08-09 20:47:04,BAR,REPRICE_REST,83,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-92
1786308507,2026-08-09 20:48:27,BAR,REPRICE_REST,84,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-93
1786308507,2026-08-09 20:48:27,BAR,REPRICE_REST,85,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-95
1786308507,2026-08-09 20:48:27,BAR,REPRICE_REST,84,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-93
1786308507,2026-08-09 20:48:27,BAR,REPRICE_REST,85,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-95
1786308542,2026-08-09 20:49:02,BAR,REPRICE_REST,86,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-96
1786308542,2026-08-09 20:49:02,BAR,REPRICE_REST,87,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-99
1786308542,2026-08-09 20:49:02,BAR,REPRICE_REST,86,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-96
1786308542,2026-08-09 20:49:02,BAR,REPRICE_REST,87,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-99
1786308945,2026-08-09 20:55:45,BAR,REPRICE_REST,88,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-155
1786308945,2026-08-09 20:55:45,BAR,REPRICE_REST,88,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-155
1786309003,2026-08-09 20:56:43,BAR,REPRICE_REST,89,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-158
1786309003,2026-08-09 20:56:43,BAR,REPRICE_REST,89,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-158
1786309542,2026-08-09 21:05:42,BAR,REPRICE_REST,83,SETTLED,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-180
1786309542,2026-08-09 21:05:42,BAR,REPRICE_REST,84,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-181
1786309542,2026-08-09 21:05:42,BAR,REPRICE_REST,83,SETTLED,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-180
1786309542,2026-08-09 21:05:42,BAR,REPRICE_REST,84,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-181
1786309543,2026-08-09 21:05:43,BAR,REPRICE_REST,85,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-186
1786309543,2026-08-09 21:05:43,BAR,REPRICE_REST,86,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-191
1786309543,2026-08-09 21:05:43,BAR,REPRICE_REST,85,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-186
1786309543,2026-08-09 21:05:43,BAR,REPRICE_REST,86,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-191
1786309751,2026-08-09 21:09:11,BAR,REPRICE_REST,87,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-192
1786309751,2026-08-09 21:09:11,BAR,REPRICE_REST,88,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-194
1786309751,2026-08-09 21:09:11,BAR,REPRICE_REST,87,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-192
1786309751,2026-08-09 21:09:11,BAR,REPRICE_REST,88,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-194
1786310079,2026-08-09 21:14:39,BAR,REPRICE_REST,89,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-211
1786310079,2026-08-09 21:14:39,BAR,REPRICE_REST,89,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-211
1786311222,2026-08-09 21:33:42,BAR,REPRICE_REST,90,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-263
1786311222,2026-08-09 21:33:42,BAR,REPRICE_REST,90,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-263
1786311581,2026-08-09 21:39:41,BAR,REPRICE_REST,91,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-285
1786311581,2026-08-09 21:39:41,BAR,REPRICE_REST,91,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-285
1786312351,2026-08-09 21:52:31,LEC,REPRICE_REST,6,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-LEC.csv.gz#row-296
1786312351,2026-08-09 21:52:31,LEC,REPRICE_REST,6,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-LEC.csv.gz#row-296
1786312471,2026-08-09 21:54:31,BAR,REPRICE_REST,92,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-372
1786312471,2026-08-09 21:54:31,BAR,REPRICE_REST,92,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-372
1786313501,2026-08-09 22:11:41,LEC,REPRICE_REST,4,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-LEC.csv.gz#row-428
1786313501,2026-08-09 22:11:41,LEC,REPRICE_REST,5,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-LEC.csv.gz#row-429
1786313501,2026-08-09 22:11:41,LEC,REPRICE_REST,4,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-LEC.csv.gz#row-428
1786313501,2026-08-09 22:11:41,LEC,REPRICE_REST,5,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-LEC.csv.gz#row-429
1786313502,2026-08-09 22:11:42,BAR,REPRICE_REST,93,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-413
1786313502,2026-08-09 22:11:42,BAR,REPRICE_REST,93,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-413
1786313516,2026-08-09 22:11:56,BAR,REPRICE_REST,92,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-417
1786313516,2026-08-09 22:11:56,BAR,REPRICE_REST,93,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-418
1786313516,2026-08-09 22:11:56,BAR,REPRICE_REST,92,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-417
1786313516,2026-08-09 22:11:56,BAR,REPRICE_REST,93,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-418
1786313952,2026-08-09 22:19:12,BAR,REPRICE_REST,92,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-428
1786313952,2026-08-09 22:19:12,BAR,REPRICE_REST,92,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-428
1786313954,2026-08-09 22:19:14,BAR,REPRICE_REST,93,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-433
1786313954,2026-08-09 22:19:14,BAR,REPRICE_REST,93,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-433
1786316181,2026-08-09 22:56:21,LEC,REPRICE_REST,6,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-LEC.csv.gz#row-546
1786316181,2026-08-09 22:56:21,LEC,REPRICE_REST,6,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-LEC.csv.gz#row-546
1786316181,2026-08-09 22:56:21,LEC,FILL,,,,dc155d39-e769-7e8f-0af0-53a883f50311
1786316181,2026-08-09 22:56:21,BAR,PAIR_ARM,,,,dc155d39-e769-7e8f-0af0-53a883f50311
1786316465,2026-08-09 23:01:05,BAR,REPRICE_REST,92,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-501
1786316465,2026-08-09 23:01:05,BAR,REPRICE_REST,92,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,KXATPCHALLENGERMATCH-26AUG10BARLEC-BAR.csv.gz#row-501
1786329755,2026-08-10 02:42:35,BAR,FILL,,,,6b3b9745-57dc-4b88-3c30-7688c81ef3b7
1786329755,2026-08-10 02:42:35,LEC,PAIR_ARM,,,,6b3b9745-57dc-4b88-3c30-7688c81ef3b7
1786329755,2026-08-10 02:42:35,BAR,FILL,,,,6b3b9745-57dc-4b88-3c30-7688c81ef3b7
1786329755,2026-08-10 02:42:35,LEC,PAIR_ARM,,,,6b3b9745-57dc-4b88-3c30-7688c81ef3b7
1786336195,2026-08-10 04:29:55,LEC,REPRICE_REST,7,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,KXATPCHALLENGERMATCH-26AUG10BARLEC-LEC.csv.gz#row-3002
1786350654,2026-08-10 08:30:54,LEC,REPRICE_REST,6,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,KXATPCHALLENGERMATCH-26AUG10BARLEC-LEC.csv.gz#row-3702
1786351118,2026-08-10 08:38:38,LEC,REPRICE_REST,7,SETTLED,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,KXATPCHALLENGERMATCH-26AUG10BARLEC-LEC.csv.gz#row-4940
1786351848,2026-08-10 08:50:48,LEC,FILL,,,,25f7643d-2241-486e-eae6-79f54f64e62f
1786351848,2026-08-10 08:50:48,BAR,PAIR_ARM,,,,25f7643d-2241-486e-eae6-79f54f64e62f
