cell_id,dca_drop,exit_target,strategy_AB,n_trades,win_rate,mean_roi,median_roi,p25_roi,p75_roi,max_loss,total_pnl_baby
ATP_CHALL_leader_55-59,15,25,B,82,75.6,10.36,42.37,3.06,46.3,810,4065
ATP_CHALL_leader_55-59,15,30,A,82,68.3,9.46,50.85,-100.0,64.81,810,3335
ATP_CHALL_leader_55-59,15,30,B,82,69.5,7.7,50.85,-100.0,55.56,810,2165
ATP_CHALL_leader_55-59,20,hold99,A,82,63.4,13.7,67.8,-100.0,89.17,785,5045
ATP_CHALL_leader_55-59,20,hold99,B,82,63.4,13.7,67.8,-100.0,89.17,785,5045
ATP_CHALL_leader_55-59,20,5,A,82,92.7,3.39,8.47,8.47,8.47,785,1185
ATP_CHALL_leader_55-59,20,5,B,82,95.1,4.09,8.47,8.47,8.47,785,1635
ATP_CHALL_leader_55-59,20,10,A,82,84.1,2.32,16.95,16.95,16.95,785,-160
ATP_CHALL_leader_55-59,20,10,B,82,89.0,5.33,16.95,16.95,18.47,785,1775
ATP_CHALL_leader_55-59,20,15,A,82,80.5,5.87,25.42,25.42,41.4,785,1610
ATP_CHALL_leader_55-59,20,15,B,82,82.9,5.57,25.42,25.42,28.03,785,1415
ATP_CHALL_leader_55-59,20,20,A,82,79.3,12.38,33.9,33.9,50.96,785,5320
ATP_CHALL_leader_55-59,20,20,B,82,80.5,10.54,33.9,33.9,37.58,785,4135
ATP_CHALL_leader_55-59,20,25,A,82,73.2,10.61,42.37,-49.84,60.51,785,3920
ATP_CHALL_leader_55-59,20,25,B,82,75.6,10.45,42.37,5.8,47.13,785,3815
ATP_CHALL_leader_55-59,20,30,A,82,68.3,10.4,50.85,-100.0,70.06,785,3685
ATP_CHALL_leader_55-59,20,30,B,82,70.7,9.8,50.85,-100.0,56.69,785,3295
ATP_CHALL_leader_55-59,25,hold99,A,82,63.4,14.78,67.8,-100.0,74.7,760,5695
ATP_CHALL_leader_55-59,25,hold99,B,82,63.4,14.78,67.8,-100.0,74.7,760,5695
ATP_CHALL_leader_55-59,25,5,A,82,92.7,3.54,8.47,8.47,8.47,760,1310
ATP_CHALL_leader_55-59,25,5,B,82,93.9,2.96,8.47,8.47,8.47,760,950
ATP_CHALL_leader_55-59,25,10,A,82,84.1,2.28,16.95,16.95,16.95,760,-135
ATP_CHALL_leader_55-59,25,10,B,82,87.8,4.19,16.95,16.95,16.95,760,1050
ATP_CHALL_leader_55-59,25,15,A,82,80.5,6.31,25.42,25.42,25.42,760,1910
ATP_CHALL_leader_55-59,25,15,B,82,82.9,6.02,25.42,25.42,26.63,760,1730
ATP_CHALL_leader_55-59,25,20,A,82,79.3,13.04,33.9,33.9,39.4,760,5645
ATP_CHALL_leader_55-59,25,20,B,82,80.5,11.11,33.9,33.9,40.13,760,4445
ATP_CHALL_leader_55-59,25,25,A,82,73.2,11.31,42.37,-49.15,48.23,760,4295
ATP_CHALL_leader_55-59,25,25,B,82,75.6,11.12,42.37,9.05,50.0,760,4175
ATP_CHALL_leader_55-59,25,30,A,82,68.3,11.22,50.85,-100.0,75.66,760,4110
ATP_CHALL_leader_55-59,25,30,B,82,70.7,10.55,50.85,-100.0,59.87,760,3690
ATP_CHALL_leader_55-59,30,hold99,A,82,63.4,14.83,67.8,-100.0,67.8,735,5545
ATP_CHALL_leader_55-59,30,hold99,B,82,63.4,14.83,67.8,-100.0,67.8,735,5545
ATP_CHALL_leader_55-59,30,5,A,82,92.7,3.52,8.47,8.47,8.47,735,1335
ATP_CHALL_leader_55-59,30,5,B,82,93.9,2.88,8.47,8.47,8.47,735,945
ATP_CHALL_leader_55-59,30,10,A,82,84.1,2.73,16.95,16.95,16.95,735,290
ATP_CHALL_leader_55-59,30,10,B,82,86.6,2.68,16.95,16.95,16.95,735,260
ATP_CHALL_leader_55-59,30,15,A,82,80.5,6.15,25.42,25.42,25.42,735,1835
ATP_CHALL_leader_55-59,30,15,B,82,84.1,7.44,25.42,25.42,25.42,735,2615
ATP_CHALL_leader_55-59,30,20,A,82,79.3,13.08,33.9,33.9,33.9,735,5570
ATP_CHALL_leader_55-59,30,20,B,82,80.5,10.99,33.9,33.9,33.9,735,4310
ATP_CHALL_leader_55-59,30,25,A,82,73.2,11.7,42.37,-49.15,42.37,735,4520
ATP_CHALL_leader_55-59,30,25,B,82,73.2,7.77,42.37,-49.15,42.37,735,2150
ATP_CHALL_leader_55-59,30,30,A,82,68.3,11.35,50.85,-100.0,50.85,735,4085
ATP_CHALL_leader_55-59,30,30,B,82,69.5,8.54,50.85,-100.0,50.85,735,2390
ATP_CHALL_leader_60-64,,hold99,NA,66,63.6,4.18,59.68,-100.0,59.68,620,1710
ATP_CHALL_leader_60-64,,5,NA,66,86.4,-6.67,8.06,8.06,8.06,620,-2730
ATP_CHALL_leader_60-64,,10,NA,66,80.3,-6.74,16.13,16.13,16.13,620,-2760
ATP_CHALL_leader_60-64,,15,NA,66,74.2,-6.57,24.19,-39.52,24.19,620,-2690
ATP_CHALL_leader_60-64,,20,NA,66,74.2,-0.59,32.26,-39.52,32.26,620,-240
ATP_CHALL_leader_60-64,,25,NA,66,68.2,-1.76,40.32,-100.0,40.32,620,-720
ATP_CHALL_leader_60-64,,30,NA,66,65.2,-0.76,48.39,-100.0,48.39,620,-310
ATP_CHALL_leader_60-64,5,hold99,A,66,63.6,6.72,64.09,-100.0,64.09,905,3165
ATP_CHALL_leader_60-64,5,hold99,B,66,63.6,6.72,64.09,-100.0,64.09,905,3165
ATP_CHALL_leader_60-64,5,5,A,66,86.4,-5.31,8.06,8.06,11.05,905,-3795
ATP_CHALL_leader_60-64,5,5,B,66,87.9,-5.19,7.73,7.73,8.06,905,-3720
ATP_CHALL_leader_60-64,5,10,A,66,80.3,-4.95,19.34,16.13,19.34,905,-3690
ATP_CHALL_leader_60-64,5,10,B,66,83.3,-3.29,16.02,16.02,16.05,905,-2700
ATP_CHALL_leader_60-64,5,15,A,66,74.2,-4.67,27.62,-37.85,27.62,905,-3685
ATP_CHALL_leader_60-64,5,15,B,66,74.2,-6.48,24.31,-37.85,24.31,905,-4765
ATP_CHALL_leader_60-64,5,20,A,66,74.2,1.44,35.91,-37.85,35.91,905,-335
ATP_CHALL_leader_60-64,5,20,B,66,74.2,-0.37,32.6,-37.85,32.6,905,-1415
ATP_CHALL_leader_60-64,5,25,A,66,68.2,0.31,44.2,-100.0,44.2,905,-1080
ATP_CHALL_leader_60-64,5,25,B,66,72.7,5.0,40.88,-37.85,40.88,905,1725
ATP_CHALL_leader_60-64,5,30,A,66,65.2,1.55,52.49,-100.0,52.49,905,-40
ATP_CHALL_leader_60-64,5,30,B,66,65.2,-0.26,49.17,-100.0,49.17,905,-1120
ATP_CHALL_leader_60-64,10,hold99,A,66,63.6,8.72,59.68,-100.0,68.75,880,3515
ATP_CHALL_leader_60-64,10,hold99,B,66,63.6,8.72,59.68,-100.0,68.75,880,3515
ATP_CHALL_leader_60-64,10,5,A,66,86.4,-4.9,8.06,8.06,14.2,880,-3645
ATP_CHALL_leader_60-64,10,5,B,66,87.9,-4.72,8.06,8.06,9.09,880,-3540
ATP_CHALL_leader_60-64,10,10,A,66,80.3,-4.35,16.13,16.13,22.73,880,-3740
ATP_CHALL_leader_60-64,10,10,B,66,83.3,-2.64,16.13,16.13,17.61,880,-2750
ATP_CHALL_leader_60-64,10,15,A,66,74.2,-3.51,24.19,-36.08,31.25,880,-3360
ATP_CHALL_leader_60-64,10,15,B,66,75.8,-5.06,24.19,-6.85,26.14,880,-4260
ATP_CHALL_leader_60-64,10,20,A,66,74.2,2.67,32.26,-36.08,39.77,880,-210
ATP_CHALL_leader_60-64,10,20,B,66,74.2,0.5,32.26,-36.08,34.66,880,-1470
ATP_CHALL_leader_60-64,10,25,A,66,68.2,1.77,40.32,-100.0,48.3,880,-755
ATP_CHALL_leader_60-64,10,25,B,66,72.7,6.11,40.32,-36.08,43.18,880,1765
ATP_CHALL_leader_60-64,10,30,A,66,65.2,3.35,48.39,-100.0,56.82,880,435
ATP_CHALL_leader_60-64,10,30,B,66,66.7,3.24,48.39,-100.0,51.7,880,375
ATP_CHALL_leader_60-64,15,hold99,A,66,63.6,9.92,59.68,-100.0,73.68,855,3355
ATP_CHALL_leader_60-64,15,hold99,B,66,63.6,9.92,59.68,-100.0,73.68,855,3355
ATP_CHALL_leader_60-64,15,5,A,66,86.4,-5.38,8.06,8.06,8.06,855,-3945
ATP_CHALL_leader_60-64,15,5,B,66,87.9,-4.93,8.06,8.06,8.06,855,-3690
ATP_CHALL_leader_60-64,15,10,A,66,80.3,-4.58,16.13,16.13,16.13,855,-4065
ATP_CHALL_leader_60-64,15,10,B,66,81.8,-4.66,16.13,16.13,16.13,855,-4110
ATP_CHALL_leader_60-64,15,15,A,66,74.2,-3.33,24.19,-34.21,35.09,855,-3585
ATP_CHALL_leader_60-64,15,15,B,66,75.8,-5.27,24.19,-6.85,26.32,855,-4680
ATP_CHALL_leader_60-64,15,20,A,66,74.2,3.21,32.26,-34.21,43.86,855,-310
ATP_CHALL_leader_60-64,15,20,B,66,74.2,0.42,32.26,-34.21,35.09,855,-1885
ATP_CHALL_leader_60-64,15,25,A,66,68.2,2.76,40.32,-100.0,52.63,855,-530
ATP_CHALL_leader_60-64,15,25,B,66,72.7,6.24,40.32,-34.21,43.86,855,1435
ATP_CHALL_leader_60-64,15,30,A,66,65.2,4.4,48.39,-100.0,61.4,855,435
ATP_CHALL_leader_60-64,15,30,B,66,66.7,3.39,48.39,-100.0,52.63,855,-135
ATP_CHALL_leader_60-64,20,hold99,A,66,63.6,11.05,59.68,-100.0,78.92,830,3710
ATP_CHALL_leader_60-64,20,hold99,B,66,63.6,11.05,59.68,-100.0,78.92,830,3710
ATP_CHALL_leader_60-64,20,5,A,66,86.4,-5.29,8.06,8.06,8.06,830,-3745
ATP_CHALL_leader_60-64,20,5,B,66,87.9,-4.99,8.06,8.06,8.06,830,-3580
ATP_CHALL_leader_60-64,20,10,A,66,80.3,-4.2,16.13,16.13,16.13,830,-3690
ATP_CHALL_leader_60-64,20,10,B,66,83.3,-2.94,16.13,16.13,16.13,830,-3000
ATP_CHALL_leader_60-64,20,15,A,66,74.2,-2.95,24.19,-39.52,27.93,830,-3250
ATP_CHALL_leader_60-64,20,15,B,66,75.8,-4.1,24.19,13.31,26.51,830,-3880
ATP_CHALL_leader_60-64,20,20,A,66,74.2,3.76,32.26,-39.52,48.19,830,0
ATP_CHALL_leader_60-64,20,20,B,66,74.2,0.31,32.26,-39.52,35.54,830,-1890
ATP_CHALL_leader_60-64,20,25,A,66,68.2,3.53,40.32,-100.0,57.23,830,-145
ATP_CHALL_leader_60-64,20,25,B,66,71.2,4.07,40.32,-100.0,44.58,830,155
ATP_CHALL_leader_60-64,20,30,A,66,65.2,5.36,48.39,-100.0,66.27,830,845
ATP_CHALL_leader_60-64,20,30,B,66,69.7,8.13,48.39,-100.0,53.61,830,2360
ATP_CHALL_leader_60-64,25,hold99,A,66,65.2,11.15,59.68,-100.0,84.47,805,3310
ATP_CHALL_leader_60-64,25,hold99,B,66,65.2,11.15,59.68,-100.0,84.47,805,3310
ATP_CHALL_leader_60-64,25,5,A,66,86.4,-5.4,8.06,8.06,8.06,805,-3645
ATP_CHALL_leader_60-64,25,5,B,66,87.9,-4.86,8.06,8.06,8.06,805,-3360
ATP_CHALL_leader_60-64,25,10,A,66,80.3,-4.29,16.13,16.13,16.13,805,-3590
ATP_CHALL_leader_60-64,25,10,B,66,81.8,-4.51,16.13,16.13,16.13,805,-3710
ATP_CHALL_leader_60-64,25,15,A,66,74.2,-2.78,24.19,-39.52,24.19,805,-3050
ATP_CHALL_leader_60-64,25,15,B,66,74.2,-5.71,24.19,-39.52,24.19,805,-4610
ATP_CHALL_leader_60-64,25,20,A,66,74.2,3.77,32.26,-39.52,32.26,805,-50
ATP_CHALL_leader_60-64,25,20,B,66,74.2,0.61,32.26,-39.52,32.26,805,-1730
ATP_CHALL_leader_60-64,25,25,A,66,69.7,3.4,40.32,-100.0,40.32,805,-395
ATP_CHALL_leader_60-64,25,25,B,66,71.2,2.24,40.32,-100.0,42.04,805,-1010
ATP_CHALL_leader_60-64,25,30,A,66,66.7,5.39,48.39,-100.0,71.43,805,570
ATP_CHALL_leader_60-64,25,30,B,66,69.7,6.29,48.39,-100.0,56.52,805,1050
ATP_CHALL_leader_60-64,30,hold99,A,66,65.2,10.95,59.68,-100.0,59.68,780,2995
ATP_CHALL_leader_60-64,30,hold99,B,66,65.2,10.95,59.68,-100.0,59.68,780,2995
ATP_CHALL_leader_60-64,30,5,A,66,86.4,-5.41,8.06,8.06,8.06,780,-3470
ATP_CHALL_leader_60-64,30,5,B,66,87.9,-4.92,8.06,8.06,8.06,780,-3215
ATP_CHALL_leader_60-64,30,10,A,66,80.3,-4.04,16.13,16.13,16.13,780,-3240
ATP_CHALL_leader_60-64,30,10,B,66,81.8,-4.56,16.13,16.13,16.13,780,-3510
ATP_CHALL_leader_60-64,30,15,A,66,74.2,-2.59,24.19,-39.52,24.19,780,-2775
ATP_CHALL_leader_60-64,30,15,B,66,74.2,-5.8,24.19,-39.52,24.19,780,-4425
ATP_CHALL_leader_60-64,30,20,A,66,74.2,3.65,32.26,-39.52,32.26,780,-50
ATP_CHALL_leader_60-64,30,20,B,66,74.2,0.45,32.26,-39.52,32.26,780,-1700
ATP_CHALL_leader_60-64,30,25,A,66,69.7,3.41,40.32,-100.0,40.32,780,-345
ATP_CHALL_leader_60-64,30,25,B,66,71.2,2.15,40.32,-100.0,40.32,780,-990
ATP_CHALL_leader_60-64,30,30,A,66,66.7,5.12,48.39,-100.0,48.39,780,345
ATP_CHALL_leader_60-64,30,30,B,66,68.2,3.72,48.39,-100.0,48.39,780,-375
ATP_CHALL_leader_65-69,,hold99,NA,64,75.0,7.61,43.48,-64.13,43.48,690,3360
ATP_CHALL_leader_65-69,,5,NA,64,90.6,-2.81,7.25,7.25,7.25,690,-1240
ATP_CHALL_leader_65-69,,10,NA,64,84.4,-3.4,14.49,14.49,14.49,690,-1500
ATP_CHALL_leader_65-69,,15,NA,64,82.8,0.82,21.74,21.74,21.74,690,360
ATP_CHALL_leader_65-69,,20,NA,64,78.1,0.77,28.99,28.99,28.99,690,340
ATP_CHALL_leader_65-69,,25,NA,64,75.0,2.17,36.23,-65.94,36.23,690,960
ATP_CHALL_leader_65-69,,30,NA,64,75.0,7.61,43.48,-64.13,43.48,690,3360
ATP_CHALL_leader_65-69,5,hold99,A,64,75.0,9.5,47.03,-64.13,47.03,1010,4190
ATP_CHALL_leader_65-69,5,hold99,B,64,75.0,9.5,47.03,-64.13,47.03,1010,4190
ATP_CHALL_leader_65-69,5,5,A,64,90.6,-1.85,7.25,7.25,9.9,1010,-2010
ATP_CHALL_leader_65-69,5,5,B,64,92.2,-1.25,7.25,6.93,7.25,1010,-1620
ATP_CHALL_leader_65-69,5,10,A,64,84.4,-2.07,14.49,14.49,17.33,1010,-2450
ATP_CHALL_leader_65-69,5,10,B,64,87.5,0.11,14.36,14.36,14.49,1010,-1040
ATP_CHALL_leader_65-69,5,15,A,64,82.8,2.32,23.25,21.74,24.75,1010,40
ATP_CHALL_leader_65-69,5,15,B,64,82.8,0.84,21.76,21.74,21.78,1010,-920
ATP_CHALL_leader_65-69,5,20,A,64,78.1,2.52,32.18,28.99,32.18,1010,235
ATP_CHALL_leader_65-69,5,20,B,64,78.1,0.89,29.21,28.99,29.21,1010,-815
ATP_CHALL_leader_65-69,5,25,A,64,75.0,3.91,39.6,-65.94,39.6,1010,790
ATP_CHALL_leader_65-69,5,25,B,64,75.0,2.38,36.63,-65.94,36.63,1010,-200
ATP_CHALL_leader_65-69,5,30,A,64,75.0,9.5,47.03,-64.13,47.03,1010,4190
ATP_CHALL_leader_65-69,5,30,B,64,75.0,7.92,44.06,-64.13,44.06,1010,3170
ATP_CHALL_leader_65-69,10,hold99,A,64,75.0,10.57,43.48,-64.13,50.76,985,3840
ATP_CHALL_leader_65-69,10,hold99,B,64,75.0,10.57,43.48,-64.13,50.76,985,3840
ATP_CHALL_leader_65-69,10,5,A,64,90.6,-1.62,7.25,7.25,7.25,985,-1960
ATP_CHALL_leader_65-69,10,5,B,64,90.6,-2.62,7.25,7.25,7.25,985,-2590
ATP_CHALL_leader_65-69,10,10,A,64,84.4,-1.76,14.49,14.49,20.3,985,-2650
ATP_CHALL_leader_65-69,10,10,B,64,87.5,0.57,14.49,14.49,15.74,985,-1180
ATP_CHALL_leader_65-69,10,15,A,64,82.8,2.84,21.74,21.74,27.92,985,-260
ATP_CHALL_leader_65-69,10,15,B,64,82.8,1.34,21.74,21.74,23.35,985,-1205
ATP_CHALL_leader_65-69,10,20,A,64,78.1,3.23,28.99,28.99,35.53,985,-190
ATP_CHALL_leader_65-69,10,20,B,64,78.1,1.51,28.99,28.99,30.96,985,-1270
ATP_CHALL_leader_65-69,10,25,A,64,75.0,4.88,36.23,-65.94,43.15,985,615
ATP_CHALL_leader_65-69,10,25,B,64,75.0,3.09,36.23,-65.94,38.58,985,-510
ATP_CHALL_leader_65-69,10,30,A,64,75.0,10.57,43.48,-64.13,50.76,985,3840
ATP_CHALL_leader_65-69,10,30,B,64,75.0,8.71,43.48,-64.13,46.19,985,2670
ATP_CHALL_leader_65-69,15,hold99,A,64,75.0,11.46,43.48,-64.13,54.69,960,3990
ATP_CHALL_leader_65-69,15,hold99,B,64,75.0,11.46,43.48,-64.13,54.69,960,3990
ATP_CHALL_leader_65-69,15,5,A,64,90.6,-1.37,7.25,7.25,7.25,960,-1760
ATP_CHALL_leader_65-69,15,5,B,64,92.2,-1.03,7.25,7.25,7.25,960,-1550
ATP_CHALL_leader_65-69,15,10,A,64,84.4,-1.44,14.49,14.49,14.49,960,-2450
ATP_CHALL_leader_65-69,15,10,B,64,89.1,2.27,14.49,14.49,15.62,960,-170
ATP_CHALL_leader_65-69,15,15,A,64,82.8,3.34,21.74,21.74,31.25,960,-60
ATP_CHALL_leader_65-69,15,15,B,64,82.8,1.27,21.74,21.74,23.44,960,-1335
ATP_CHALL_leader_65-69,15,20,A,64,78.1,4.08,28.99,28.99,39.06,960,235
ATP_CHALL_leader_65-69,15,20,B,64,78.1,1.51,28.99,28.99,31.25,960,-1340
ATP_CHALL_leader_65-69,15,25,A,64,75.0,5.83,36.23,-65.94,46.88,960,1040
ATP_CHALL_leader_65-69,15,25,B,64,75.0,3.15,36.23,-65.94,39.06,960,-610
ATP_CHALL_leader_65-69,15,30,A,64,75.0,11.46,43.48,-64.13,54.69,960,3990
ATP_CHALL_leader_65-69,15,30,B,64,75.0,8.78,43.48,-64.13,46.88,960,2340
ATP_CHALL_leader_65-69,20,hold99,A,64,75.0,11.92,43.48,-64.13,58.82,935,3940
ATP_CHALL_leader_65-69,20,hold99,B,64,75.0,11.92,43.48,-64.13,58.82,935,3940
ATP_CHALL_leader_65-69,20,5,A,64,90.6,-1.37,7.25,7.25,7.25,935,-1710
ATP_CHALL_leader_65-69,20,5,B,64,92.2,-1.1,7.25,7.25,7.25,935,-1545
ATP_CHALL_leader_65-69,20,10,A,64,84.4,-1.48,14.49,14.49,14.49,935,-2450
ATP_CHALL_leader_65-69,20,10,B,64,89.1,2.18,14.49,14.49,14.49,935,-260
ATP_CHALL_leader_65-69,20,15,A,64,82.8,3.46,21.74,21.74,21.74,935,-60
ATP_CHALL_leader_65-69,20,15,B,64,85.9,5.04,21.74,21.74,21.74,935,885
ATP_CHALL_leader_65-69,20,20,A,64,78.1,4.43,28.99,28.99,42.78,935,310
ATP_CHALL_leader_65-69,20,20,B,64,78.1,1.45,28.99,28.99,31.55,935,-1475
ATP_CHALL_leader_65-69,20,25,A,64,75.0,6.27,36.23,-65.94,50.8,935,1090
ATP_CHALL_leader_65-69,20,25,B,64,75.0,3.11,36.23,-65.94,39.57,935,-800
ATP_CHALL_leader_65-69,20,30,A,64,75.0,11.92,43.48,-64.13,58.82,935,3940
ATP_CHALL_leader_65-69,20,30,B,64,75.0,8.77,43.48,-64.13,47.59,935,2050
ATP_CHALL_leader_65-69,25,hold99,A,64,75.0,11.3,43.48,-64.13,43.48,910,3140
ATP_CHALL_leader_65-69,25,hold99,B,64,75.0,11.3,43.48,-64.13,43.48,910,3140
ATP_CHALL_leader_65-69,25,5,A,64,90.6,-1.89,7.25,7.25,7.25,910,-1960
ATP_CHALL_leader_65-69,25,5,B,64,90.6,-2.71,7.25,7.25,7.25,910,-2440
ATP_CHALL_leader_65-69,25,10,A,64,84.4,-1.68,14.49,14.49,14.49,910,-2475
ATP_CHALL_leader_65-69,25,10,B,64,87.5,0.54,14.49,14.49,14.49,910,-1185
ATP_CHALL_leader_65-69,25,15,A,64,82.8,3.17,21.74,21.74,21.74,910,-260
ATP_CHALL_leader_65-69,25,15,B,64,85.9,5.23,21.74,21.74,21.74,910,940
ATP_CHALL_leader_65-69,25,20,A,64,78.1,3.82,28.99,28.99,28.99,910,-265
ATP_CHALL_leader_65-69,25,20,B,64,78.1,1.55,28.99,28.99,28.99,910,-1585
ATP_CHALL_leader_65-69,25,25,A,64,75.0,5.68,36.23,-65.94,36.23,910,440
ATP_CHALL_leader_65-69,25,25,B,64,75.0,3.21,36.23,-65.94,36.23,910,-1000
ATP_CHALL_leader_65-69,25,30,A,64,75.0,11.3,43.48,-64.13,43.48,910,3140
ATP_CHALL_leader_65-69,25,30,B,64,75.0,8.83,43.48,-64.13,43.48,910,1700
ATP_CHALL_leader_65-69,30,hold99,A,64,75.0,11.41,43.48,-64.13,43.48,885,3240
ATP_CHALL_leader_65-69,30,hold99,B,64,75.0,11.41,43.48,-64.13,43.48,885,3240
ATP_CHALL_leader_65-69,30,5,A,64,90.6,-1.96,7.25,7.25,7.25,885,-1885
ATP_CHALL_leader_65-69,30,5,B,64,90.6,-2.75,7.25,7.25,7.25,885,-2335
ATP_CHALL_leader_65-69,30,10,A,64,84.4,-1.58,14.49,14.49,14.49,885,-2250
ATP_CHALL_leader_65-69,30,10,B,64,89.1,2.32,14.49,14.49,14.49,885,-45
ATP_CHALL_leader_65-69,30,15,A,64,82.8,3.39,21.74,21.74,21.74,885,15
ATP_CHALL_leader_65-69,30,15,B,64,85.9,5.2,21.74,21.74,21.74,885,1035
ATP_CHALL_leader_65-69,30,20,A,64,78.1,4.19,28.99,28.99,28.99,885,110
ATP_CHALL_leader_65-69,30,20,B,64,78.1,1.54,28.99,28.99,28.99,885,-1390
ATP_CHALL_leader_65-69,30,25,A,64,75.0,5.78,36.23,-65.94,36.23,885,590
ATP_CHALL_leader_65-69,30,25,B,64,75.0,3.13,36.23,-65.94,36.23,885,-910
ATP_CHALL_leader_65-69,30,30,A,64,75.0,11.41,43.48,-64.13,43.48,885,3240
ATP_CHALL_leader_65-69,30,30,B,64,75.0,8.76,43.48,-64.13,43.48,885,1740
ATP_CHALL_leader_70-74,,hold99,NA,54,79.6,12.84,35.62,35.62,35.62,730,5060
ATP_CHALL_leader_70-74,,5,NA,54,87.0,-5.35,6.85,6.85,6.85,730,-2110
