code,cat,state,offer_margin_cents,print_margin_cents,banked_delta_cents,divergence_cents,game_class,knowability,first_divergence_leg,first_divergence_receipt,first_divergence_ts,legs_json
26JUL13SANDAN,ATP_MAIN,COMPLETE_AT_DELTA,3,3,1,2,level(stood-above-floor),FORESIGHT_REQUIRED,SAN,KXATPMATCH-26JUL13SANDAN-SAN.csv.gz#row-668,1783895658,"{""DAN"": {""floor"": 75, ""entry"": 75, ""onset"": 1783895430, ""credit_ts"": 1783934902.427157, ""ts_star"": 1783934902.427157, ""floor_size"": 5.0, ""n_floor_prints"": 6, ""verdict"": ""CONFORMED"", ""capture"": ""credited at the 75\u00a2 floor @ 1783934902""}, ""SAN"": {""floor"": 22, ""entry"": 24, ""onset"": 1783895430, ""credit_ts"": 1783897604.673801, ""ts_star"": 1783919819.680416, ""floor_size"": 315.0, ""n_floor_prints"": 1, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-above-floor)"", ""divergence_rx"": ""KXATPMATCH-26JUL13SANDAN-SAN.csv.gz#row-668"", ""divergence_ts"": 1783895658, ""machine_answer"": ""rest licensed at 24\u00a2 (credited 24\u00a2 @ 1783897604, 22215s before the 22\u00a2 floor print)"", ""needed_answer"": ""stand at 22\u00a2 and let the tape come to it"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52E_N4_PRIOR_INFORMED_LIVE_BOUND_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=88 print=0; ask=24 bid=26"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""FORESIGHT_REQUIRED"", ""no post-onset print or displayed ask at/below 22\u00a2 existed before the kiss consumed the rest; the 22\u00a2 floor print @ 1783919819 was the first evidence at that level""]}}"
26JUL13VANLEE,WTA_CHALL,PARTIAL_FOR_REASON,,0,,0,NO_WINNING_LINE,,,,,"{""LEE"": {""floor"": 45, ""entry"": null, ""onset"": 1783901923, ""credit_ts"": null, ""ts_star"": 1783918331.049581, ""floor_size"": 100.0, ""n_floor_prints"": 2, ""verdict"": ""DIVERGED"", ""node"": ""level(authority-not-earned)"", ""divergence_rx"": ""KXWTACHALLENGERMATCH-26JUL13VANLEE-LEE.csv.gz#row-907"", ""divergence_ts"": 1783902204, ""machine_answer"": ""gate BLOCKED, blocked_clause=MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED (held from this receipt through the floor print)"", ""needed_answer"": ""a licensed standing rest at 45\u00a2 before the floor print @ 1783918331"", ""reason_string"": ""V52E_BIRTH_BLOCKED_MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED"", ""authority"": ""V52B_MACHINE_READ_LEVEL_ABSTAIN"", ""consulted"": ""read passed=True, comparable transitions book=193 print=0, evidence receipts=195; ask=45"", ""knowability"": [""KNOWABLE_DEFECT"", [""displayed_ask"", 1783909754, 45, null, ""KXWTACHALLENGERMATCH-26JUL13VANLEE-LEE.csv.gz#row-1055""]]}, ""VAN"": {""floor"": 55, ""entry"": 55, ""onset"": 1783901923, ""credit_ts"": 1783918342.146405, ""ts_star"": 1783918342.146405, ""floor_size"": 3.0, ""n_floor_prints"": 4, ""verdict"": ""CONFORMED"", ""capture"": ""credited at the 55\u00a2 floor @ 1783918342""}}"
26JUL14DELXIL,ATP_CHALL,COMPLETE_AT_DELTA,2,2,1,1,level(stood-above-floor),FORESIGHT_REQUIRED,XIL,KXATPCHALLENGERMATCH-26JUL14DELXIL-XIL.csv.gz#row-585,1784005026,"{""DEL"": {""floor"": 83, ""entry"": 83, ""onset"": 1783986239, ""credit_ts"": 1784034918.345002, ""ts_star"": 1784034918.345002, ""floor_size"": 39.63, ""n_floor_prints"": 10, ""verdict"": ""CONFORMED"", ""capture"": ""credited at the 83\u00a2 floor @ 1784034918""}, ""XIL"": {""floor"": 15, ""entry"": 16, ""onset"": 1783986239, ""credit_ts"": 1784005026.758939, ""ts_star"": 1784047334.618812, ""floor_size"": 1.0, ""n_floor_prints"": 1, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-above-floor)"", ""divergence_rx"": ""KXATPCHALLENGERMATCH-26JUL14DELXIL-XIL.csv.gz#row-585"", ""divergence_ts"": 1784005026, ""machine_answer"": ""rest licensed at 16\u00a2 (credited 16\u00a2 @ 1784005026, 42308s before the 15\u00a2 floor print)"", ""needed_answer"": ""stand at 15\u00a2 and let the tape come to it"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=522 print=0; ask=18 bid=16"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""FORESIGHT_REQUIRED"", ""no post-onset print or displayed ask at/below 15\u00a2 existed before the kiss consumed the rest; the 15\u00a2 floor print @ 1784047334 was the first evidence at that level""]}}"
26JUL14PUTJEA,WTA_MAIN,NEITHER_FOR_REASON,,,,0,NO_WINNING_LINE,,,,,"{""JEA"": {""floor"": null, ""entry"": null, ""onset"": 1783955813, ""credit_ts"": null, ""verdict"": ""NO_POST_ONSET_PRINTS""}, ""PUT"": {""floor"": null, ""entry"": null, ""onset"": 1783963133, ""credit_ts"": null, ""verdict"": ""NO_POST_ONSET_PRINTS""}}"
26JUL14SALIBR,WTA_MAIN,PARTIAL_FOR_REASON,,0,,0,NO_WINNING_LINE,,,,,"{""IBR"": {""floor"": 44, ""entry"": null, ""onset"": 1783970137, ""credit_ts"": null, ""ts_star"": 1784000908.527998, ""floor_size"": 39.36, ""n_floor_prints"": 7, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-below-floor)"", ""divergence_rx"": ""KXWTAMATCH-26JUL14SALIBR-IBR.csv.gz#row-1118"", ""divergence_ts"": 1783984804, ""machine_answer"": ""standing rest at 43\u00a2 through the 44\u00a2 floor print; never credited"", ""needed_answer"": ""rest at exactly 44\u00a2 standing into the floor print @ 1784000908"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=835 print=0; ask=44 bid=43"", ""knowability_at_divergence"": ""KNOWABLE"", ""knowability"": [""KNOWABLE_DEFECT"", [""displayed_ask"", 1783971329, 42, null, ""KXWTAMATCH-26JUL14SALIBR-IBR.csv.gz#row-314""]]}, ""SAL"": {""floor"": 56, ""entry"": 56, ""onset"": 1783970137, ""credit_ts"": 1784000914.144093, ""ts_star"": 1784000914.144093, ""floor_size"": 39.36, ""n_floor_prints"": 2, ""verdict"": ""CONFORMED"", ""capture"": ""credited at the 56\u00a2 floor @ 1784000914""}}"
26JUL14WOLVAN,WTA_CHALL,COMPLETE_AT_DELTA,1,1,1,0,CONFORMED,,,,,"{""VAN"": {""floor"": 79, ""entry"": 79, ""onset"": 1784006029, ""credit_ts"": 1784041196.255349, ""ts_star"": 1784029048.473575, ""floor_size"": 0.12, ""n_floor_prints"": 2, ""verdict"": ""CONFORMED"", ""capture"": ""credited at the 79\u00a2 floor @ 1784041196 (a later floor print; first was @ 1784029048)""}, ""WOL"": {""floor"": 20, ""entry"": 20, ""onset"": 1784006029, ""credit_ts"": 1784034884.89953, ""ts_star"": 1784034884.89953, ""floor_size"": 2.0, ""n_floor_prints"": 3, ""verdict"": ""CONFORMED"", ""capture"": ""credited at the 20\u00a2 floor @ 1784034884""}}"
26JUL15PRIMOL,ATP_MAIN,COMPLETE_AT_DELTA,4,4,2,2,level(stood-above-floor),FORESIGHT_REQUIRED,PRI,KXATPMATCH-26JUL15PRIMOL-PRI.csv.gz#row-1399,1784060397,"{""MOL"": {""floor"": 28, ""entry"": 29, ""onset"": 1784053567, ""credit_ts"": 1784132676.330578, ""ts_star"": 1784137165.627831, ""floor_size"": 5.62, ""n_floor_prints"": 7, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-above-floor)"", ""divergence_rx"": ""KXATPMATCH-26JUL15PRIMOL-MOL.csv.gz#row-9840"", ""divergence_ts"": 1784115850, ""machine_answer"": ""rest licensed at 29\u00a2 (credited 29\u00a2 @ 1784132676, 4489s before the 28\u00a2 floor print)"", ""needed_answer"": ""stand at 28\u00a2 and let the tape come to it"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=9400 print=20; ask=31 bid=29"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""FORESIGHT_REQUIRED"", ""no post-onset print or displayed ask at/below 28\u00a2 existed before the kiss consumed the rest; the 28\u00a2 floor print @ 1784137165 was the first evidence at that level""]}, ""PRI"": {""floor"": 68, ""entry"": 69, ""onset"": 1784053567, ""credit_ts"": 1784060397.663277, ""ts_star"": 1784081632.782759, ""floor_size"": 125.0, ""n_floor_prints"": 11, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-above-floor)"", ""divergence_rx"": ""KXATPMATCH-26JUL15PRIMOL-PRI.csv.gz#row-1399"", ""divergence_ts"": 1784060397, ""machine_answer"": ""rest licensed at 69\u00a2 (credited 69\u00a2 @ 1784060397, 21235s before the 68\u00a2 floor print)"", ""needed_answer"": ""stand at 68\u00a2 and let the tape come to it"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=1084 print=5; ask=72 bid=69"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""FORESIGHT_REQUIRED"", ""no post-onset print or displayed ask at/below 68\u00a2 existed before the kiss consumed the rest; the 68\u00a2 floor print @ 1784081632 was the first evidence at that level""]}}"
26JUL15ROMGAL,ATP_CHALL,PARTIAL_FOR_REASON,5,4,,5,level(stood-above-floor),FORESIGHT_REQUIRED,GAL,KXATPCHALLENGERMATCH-26JUL15ROMGAL-GAL.csv.gz#row-3459,1784094983,"{""GAL"": {""floor"": 66, ""entry"": 67, ""onset"": 1784091928, ""credit_ts"": 1784094983.300892, ""ts_star"": 1784106241.62171, ""floor_size"": 2.79, ""n_floor_prints"": 1, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-above-floor)"", ""divergence_rx"": ""KXATPCHALLENGERMATCH-26JUL15ROMGAL-GAL.csv.gz#row-3459"", ""divergence_ts"": 1784094983, ""machine_answer"": ""rest licensed at 67\u00a2 (credited 67\u00a2 @ 1784094983, 11258s before the 66\u00a2 floor print)"", ""needed_answer"": ""stand at 66\u00a2 and let the tape come to it"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=146 print=1; ask=68 bid=67"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""FORESIGHT_REQUIRED"", ""no post-onset print or displayed ask at/below 66\u00a2 existed before the kiss consumed the rest; the 66\u00a2 floor print @ 1784106241 was the first evidence at that level""]}, ""ROM"": {""floor"": 30, ""entry"": null, ""onset"": 1784096848, ""credit_ts"": null, ""ts_star"": 1784106586.315437, ""floor_size"": 71.0, ""n_floor_prints"": 1, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-below-floor)"", ""divergence_rx"": ""KXATPCHALLENGERMATCH-26JUL15ROMGAL-ROM.csv.gz#row-4580"", ""divergence_ts"": 1784106586, ""machine_answer"": ""standing rest at 29\u00a2 through the 30\u00a2 floor print; never credited"", ""needed_answer"": ""rest at exactly 30\u00a2 standing into the floor print @ 1784106586"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=2494 print=13; ask=31 bid=29"", ""knowability_at_divergence"": ""KNOWABLE"", ""knowability"": [""KNOWABLE_DEFECT"", [""displayed_ask"", 1784106558, 30, null, ""KXATPCHALLENGERMATCH-26JUL15ROMGAL-ROM.csv.gz#row-4277""]]}}"
26JUL15TABMID,ATP_MAIN,COMPLETE_AT_DELTA,3,3,2,1,level(stood-above-floor),FORESIGHT_REQUIRED,MID,KXATPMATCH-26JUL15TABMID-MID.csv.gz#row-2471,1784114954,"{""MID"": {""floor"": 23, ""entry"": 24, ""onset"": 1784050006, ""credit_ts"": 1784125923.820667, ""ts_star"": 1784125923.820667, ""floor_size"": 81.47, ""n_floor_prints"": 1, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-above-floor)"", ""divergence_rx"": ""KXATPMATCH-26JUL15TABMID-MID.csv.gz#row-2471"", ""divergence_ts"": 1784114954, ""machine_answer"": ""standing rest at 24\u00a2 through the 23\u00a2 floor print; later repriced and credited at 24\u00a2 @ 1784125923"", ""needed_answer"": ""rest at exactly 23\u00a2 standing into the floor print @ 1784125923"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=2080 print=7; ask=25 bid=24"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""FORESIGHT_REQUIRED"", ""no post-onset print or displayed ask at/below 23\u00a2 existed before the floor print @ 1784125923 - the print itself was the first evidence at that level""]}, ""TAB"": {""floor"": 74, ""entry"": 74, ""onset"": 1784050006, ""credit_ts"": 1784089121.632134, ""ts_star"": 1784089121.632134, ""floor_size"": 4.0, ""n_floor_prints"": 7, ""verdict"": ""CONFORMED"", ""capture"": ""credited at the 74\u00a2 floor @ 1784089121""}}"
26JUL15WESCOP,ATP_CHALL,PARTIAL_FOR_REASON,,0,,0,NO_WINNING_LINE,,,,,"{""COP"": {""floor"": 83, ""entry"": null, ""onset"": 1784093788, ""credit_ts"": null, ""ts_star"": 1784096859.366173, ""floor_size"": 30.0, ""n_floor_prints"": 7, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-below-floor)"", ""divergence_rx"": ""KXATPCHALLENGERMATCH-26JUL15WESCOP-COP.csv.gz#row-981"", ""divergence_ts"": 1784094200, ""machine_answer"": ""standing rest at 81\u00a2 through the 83\u00a2 floor print; never credited"", ""needed_answer"": ""rest at exactly 83\u00a2 standing into the floor print @ 1784096859"", ""reason_string"": ""V52F_LICENSED_TARGET_SETTLEMENT_BOUND"", ""authority"": ""V52E_N4_PRIOR_INFORMED_LIVE_BOUND_LEVEL+V52F_PAIR_ENTRY_CONSERVATION"", ""consulted"": ""read passed=True, comparable transitions book=1 print=0; ask=83 bid=82"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""KNOWABLE_DEFECT"", [""displayed_ask"", 1784094200, 83, null, ""KXATPCHALLENGERMATCH-26JUL15WESCOP-COP.csv.gz#row-980""]]}, ""WES"": {""floor"": 17, ""entry"": 18, ""onset"": 1784086228, ""credit_ts"": 1784091897.267764, ""ts_star"": 1784095747.143986, ""floor_size"": 6.54, ""n_floor_prints"": 4, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-above-floor)"", ""divergence_rx"": ""KXATPCHALLENGERMATCH-26JUL15WESCOP-WES.csv.gz#row-844"", ""divergence_ts"": 1784086266, ""machine_answer"": ""rest licensed at 18\u00a2 (credited 18\u00a2 @ 1784091897, 3850s before the 17\u00a2 floor print)"", ""needed_answer"": ""stand at 17\u00a2 and let the tape come to it"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=1 print=0; ask=19 bid=18"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""FORESIGHT_REQUIRED"", ""no post-onset print or displayed ask at/below 17\u00a2 existed before the kiss consumed the rest; the 17\u00a2 floor print @ 1784095747 was the first evidence at that level""]}}"
26JUL16MERDRO,ATP_MAIN,COMPLETE_AT_DELTA,13,13,3,10,level(stood-above-floor),FORESIGHT_REQUIRED,DRO,KXATPMATCH-26JUL16MERDRO-DRO.csv.gz#row-3797,1784158103,"{""DRO"": {""floor"": 39, ""entry"": 49, ""onset"": 1784156734, ""credit_ts"": 1784158597.805874, ""ts_star"": 1784174922.51219, ""floor_size"": 1.0, ""n_floor_prints"": 16, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-above-floor)"", ""divergence_rx"": ""KXATPMATCH-26JUL16MERDRO-DRO.csv.gz#row-3797"", ""divergence_ts"": 1784158103, ""machine_answer"": ""rest licensed at 49\u00a2 (credited 49\u00a2 @ 1784158597, 16325s before the 39\u00a2 floor print)"", ""needed_answer"": ""stand at 39\u00a2 and let the tape come to it"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=125 print=0; ask=53 bid=49"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""FORESIGHT_REQUIRED"", ""no post-onset print or displayed ask at/below 39\u00a2 existed before the kiss consumed the rest; the 39\u00a2 floor print @ 1784174922 was the first evidence at that level""]}, ""MER"": {""floor"": 48, ""entry"": 48, ""onset"": 1784156734, ""credit_ts"": 1784157227.552314, ""ts_star"": 1784157227.552314, ""floor_size"": 20.0, ""n_floor_prints"": 1, ""verdict"": ""CONFORMED"", ""capture"": ""credited at the 48\u00a2 floor @ 1784157227""}}"
26JUL17BURMER,ATP_MAIN,COMPLETE_AT_DELTA,8,8,2,6,level(stood-above-floor),FORESIGHT_REQUIRED,BUR,KXATPMATCH-26JUL17BURMER-BUR.csv.gz#row-1227,1784234321,"{""BUR"": {""floor"": 37, ""entry"": 41, ""onset"": 1784230343, ""credit_ts"": 1784237667.408259, ""ts_star"": 1784297372.615772, ""floor_size"": 9.76, ""n_floor_prints"": 4, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-above-floor)"", ""divergence_rx"": ""KXATPMATCH-26JUL17BURMER-BUR.csv.gz#row-1227"", ""divergence_ts"": 1784234321, ""machine_answer"": ""rest licensed at 41\u00a2 (credited 41\u00a2 @ 1784237667, 59705s before the 37\u00a2 floor print)"", ""needed_answer"": ""stand at 37\u00a2 and let the tape come to it"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=1189 print=3; ask=46 bid=41"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""FORESIGHT_REQUIRED"", ""no post-onset print or displayed ask at/below 37\u00a2 existed before the kiss consumed the rest; the 37\u00a2 floor print @ 1784297372 was the first evidence at that level""]}, ""MER"": {""floor"": 55, ""entry"": 57, ""onset"": 1784230343, ""credit_ts"": 1784243024.014692, ""ts_star"": 1784246785.949084, ""floor_size"": 5.0, ""n_floor_prints"": 3, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-above-floor)"", ""divergence_rx"": ""KXATPMATCH-26JUL17BURMER-MER.csv.gz#row-5184"", ""divergence_ts"": 1784242610, ""machine_answer"": ""rest licensed at 57\u00a2 (credited 57\u00a2 @ 1784243024, 3762s before the 55\u00a2 floor print)"", ""needed_answer"": ""stand at 55\u00a2 and let the tape come to it"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=5157 print=39; ask=58 bid=57"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""FORESIGHT_REQUIRED"", ""no post-onset print or displayed ask at/below 55\u00a2 existed before the kiss consumed the rest; the 55\u00a2 floor print @ 1784246785 was the first evidence at that level""]}}"
26JUL17HOLBOU,ATP_CHALL,COMPLETE_AT_DELTA,1,1,1,0,CONFORMED,,,,,"{""BOU"": {""floor"": 33, ""entry"": 33, ""onset"": 1784291056, ""credit_ts"": 1784308381.191971, ""ts_star"": 1784301756.147454, ""floor_size"": 14.47, ""n_floor_prints"": 3, ""verdict"": ""CONFORMED"", ""capture"": ""credited at the 33\u00a2 floor @ 1784308381 (a later floor print; first was @ 1784301756)""}, ""HOL"": {""floor"": 66, ""entry"": 66, ""onset"": 1784291056, ""credit_ts"": 1784302749.420211, ""ts_star"": 1784302749.420211, ""floor_size"": 5.0, ""n_floor_prints"": 2, ""verdict"": ""CONFORMED"", ""capture"": ""credited at the 66\u00a2 floor @ 1784302749""}}"
26JUL18BADZID,WTA_MAIN,COMPLETE_AT_DELTA,3,3,1,2,level(stood-above-floor),FORESIGHT_REQUIRED,ZID,KXWTAMATCH-26JUL18BADZID-ZID.csv.gz#row-632,1784333260,"{""BAD"": {""floor"": 74, ""entry"": 74, ""onset"": 1784320751, ""credit_ts"": 1784350814.828786, ""ts_star"": 1784350814.828786, ""floor_size"": 8.0, ""n_floor_prints"": 1, ""verdict"": ""CONFORMED"", ""capture"": ""credited at the 74\u00a2 floor @ 1784350814""}, ""ZID"": {""floor"": 23, ""entry"": 25, ""onset"": 1784320751, ""credit_ts"": 1784333260.102157, ""ts_star"": 1784353393.958534, ""floor_size"": 28.0, ""n_floor_prints"": 14, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-above-floor)"", ""divergence_rx"": ""KXWTAMATCH-26JUL18BADZID-ZID.csv.gz#row-632"", ""divergence_ts"": 1784333260, ""machine_answer"": ""rest licensed at 25\u00a2 (credited 25\u00a2 @ 1784333260, 20134s before the 23\u00a2 floor print)"", ""needed_answer"": ""stand at 23\u00a2 and let the tape come to it"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=451 print=13; ask=26 bid=25"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""FORESIGHT_REQUIRED"", ""no post-onset print or displayed ask at/below 23\u00a2 existed before the kiss consumed the rest; the 23\u00a2 floor print @ 1784353393 was the first evidence at that level""]}}"
26JUL18CASGEA,ATP_CHALL,PARTIAL_FOR_REASON,6,6,,6,level(stood-below-floor),KNOWABLE_DEFECT,CAS,KXATPCHALLENGERMATCH-26JUL18CASGEA-CAS.csv.gz#row-28543,1784406210,"{""CAS"": {""floor"": 29, ""entry"": null, ""onset"": 1784404620, ""credit_ts"": null, ""ts_star"": 1784406306.712802, ""floor_size"": 3.28, ""n_floor_prints"": 2, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-below-floor)"", ""divergence_rx"": ""KXATPCHALLENGERMATCH-26JUL18CASGEA-CAS.csv.gz#row-28543"", ""divergence_ts"": 1784406210, ""machine_answer"": ""standing rest at 28\u00a2 through the 29\u00a2 floor print; never credited"", ""needed_answer"": ""rest at exactly 29\u00a2 standing into the floor print @ 1784406306"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=325 print=12; ask=30 bid=28"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""KNOWABLE_DEFECT"", [""displayed_ask"", 1784406290, 29, null, ""KXATPCHALLENGERMATCH-26JUL18CASGEA-CAS.csv.gz#row-28592""]]}, ""GEA"": {""floor"": 65, ""entry"": 65, ""onset"": 1784385120, ""credit_ts"": 1784385519.627763, ""ts_star"": 1784385519.627763, ""floor_size"": 35.52, ""n_floor_prints"": 1, ""verdict"": ""CONFORMED"", ""capture"": ""credited at the 65\u00a2 floor @ 1784385519""}}"
26JUL19ARSMAR,ATP_CHALL,PARTIAL_FOR_REASON,6,6,,6,level(stood-below-floor),KNOWABLE_DEFECT,ARS,KXATPCHALLENGERMATCH-26JUL19ARSMAR-ARS.csv.gz#row-50,1784448427,"{""ARS"": {""floor"": 35, ""entry"": null, ""onset"": 1784448396, ""credit_ts"": null, ""ts_star"": 1784451046.437011, ""floor_size"": 30.0, ""n_floor_prints"": 2, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-below-floor)"", ""divergence_rx"": ""KXATPCHALLENGERMATCH-26JUL19ARSMAR-ARS.csv.gz#row-50"", ""divergence_ts"": 1784448427, ""machine_answer"": ""standing rest at 29\u00a2 through the 35\u00a2 floor print; never credited"", ""needed_answer"": ""rest at exactly 35\u00a2 standing into the floor print @ 1784451046"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=1 print=0; ask=39 bid=29"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""KNOWABLE_DEFECT"", [""displayed_ask"", 1784450843, 35, null, ""KXATPCHALLENGERMATCH-26JUL19ARSMAR-ARS.csv.gz#row-138""]]}, ""MAR"": {""floor"": 59, ""entry"": 60, ""onset"": 1784456556, ""credit_ts"": 1784475080.668077, ""ts_star"": 1784476175.396917, ""floor_size"": 1.0, ""n_floor_prints"": 1, ""verdict"": ""DIVERGED"", ""node"": ""level(stood-above-floor)"", ""divergence_rx"": ""KXATPCHALLENGERMATCH-26JUL19ARSMAR-MAR.csv.gz#row-981"", ""divergence_ts"": 1784474609, ""machine_answer"": ""rest licensed at 60\u00a2 (credited 60\u00a2 @ 1784475080, 1095s before the 59\u00a2 floor print)"", ""needed_answer"": ""stand at 59\u00a2 and let the tape come to it"", ""reason_string"": ""V52E_LICENSED_PRIOR_INFORMED_LEVEL_POST"", ""authority"": ""V52B_EVIDENCE_BACKED_MACHINE_READ_LEVEL"", ""consulted"": ""read passed=True, comparable transitions book=594 print=2; ask=61 bid=60"", ""knowability_at_divergence"": ""FORESIGHT"", ""knowability"": [""FORESIGHT_REQUIRED"", ""no post-onset print or displayed ask at/below 59\u00a2 existed before the kiss consumed the rest; the 59\u00a2 floor print @ 1784476175 was the first evidence at that level""]}}"
