ticker,category,region,covered,audited_close,rm_mid,rm_qual_ask,rm_last_print,err_mid,err_qual_ask,err_last_print,drift_close_minus_mid
KXATPCHALLENGERMATCH-26JUL12CRIBAS-CRI,ATP_CHALL,26_50,True,36,35.0,37,0,-1.0,1,-36,1.0
KXATPCHALLENGERMATCH-26JUL12DEGEE-DE,ATP_CHALL,26_50,True,49,49.5,95,0,0.5,46,-49,-0.5
KXATPCHALLENGERMATCH-26JUL12DEGEE-GEE,ATP_CHALL,51_75,True,53,54.5,95,0,1.5,42,-53,-1.5
KXATPCHALLENGERMATCH-26JUL12DELMAK-DEL,ATP_CHALL,le25,True,7,8.5,10,11,1.5,3,4,-1.5
KXATPCHALLENGERMATCH-26JUL12DELMAK-MAK,ATP_CHALL,ge76,True,93,91.0,93,0,-2.0,0,-93,2.0
KXATPCHALLENGERMATCH-26JUL12DEVGON-DEV,ATP_CHALL,26_50,True,32,32.5,33,0,0.5,1,-32,-0.5
KXATPCHALLENGERMATCH-26JUL12DEVGON-GON,ATP_CHALL,51_75,True,70,68.5,69,0,-1.5,-1,-70,1.5
KXATPCHALLENGERMATCH-26JUL12DODDEL-DEL,ATP_CHALL,51_75,False,64,,,,,,,
KXATPCHALLENGERMATCH-26JUL12DODDEL-DOD,ATP_CHALL,26_50,True,37,37.5,37,37,0.5,0,0,-0.5
KXATPCHALLENGERMATCH-26JUL12DROPIR-DRO,ATP_CHALL,51_75,True,60,59.5,60,60,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL12DROPIR-PIR,ATP_CHALL,26_50,True,42,40.5,41,41,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL12ECHMUN-ECH,ATP_CHALL,ge76,True,80,80.5,82,0,0.5,2,-80,-0.5
KXATPCHALLENGERMATCH-26JUL12ECHMUN-MUN,ATP_CHALL,le25,True,20,19.5,20,0,-0.5,0,-20,0.5
KXATPCHALLENGERMATCH-26JUL12FANBIG-BIG,ATP_CHALL,51_75,True,69,61.0,62,64,-8.0,-7,-5,8.0
KXATPCHALLENGERMATCH-26JUL12FANBIG-FAN,ATP_CHALL,26_50,True,36,39.0,40,40,3.0,4,4,-3.0
KXATPCHALLENGERMATCH-26JUL12FEAWAL-FEA,ATP_CHALL,26_50,True,50,49.5,50,50,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL12FEAWAL-WAL,ATP_CHALL,51_75,True,52,51.5,52,52,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL12FORPAM-FOR,ATP_CHALL,ge76,True,96,95.5,96,96,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL12FORPAM-PAM,ATP_CHALL,le25,True,6,4.5,5,5,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL12FUEROS-FUE,ATP_CHALL,51_75,True,60,58.0,59,60,-2.0,-1,0,2.0
KXATPCHALLENGERMATCH-26JUL12FUEROS-ROS,ATP_CHALL,26_50,True,42,41.5,43,0,-0.5,1,-42,0.5
KXATPCHALLENGERMATCH-26JUL12GANJAN-GAN,ATP_CHALL,le25,True,22,20.0,21,21,-2.0,-1,-1,2.0
KXATPCHALLENGERMATCH-26JUL12GANJAN-JAN,ATP_CHALL,ge76,True,80,79.0,80,81,-1.0,0,1,1.0
KXATPCHALLENGERMATCH-26JUL12GEOMAG-GEO,ATP_CHALL,le25,True,17,15.5,16,14,-1.5,-1,-3,1.5
KXATPCHALLENGERMATCH-26JUL12GEOMAG-MAG,ATP_CHALL,ge76,True,85,84.5,85,85,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL12GIESHE-GIE,ATP_CHALL,le25,True,15,13.5,14,14,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL12GIESHE-SHE,ATP_CHALL,ge76,True,88,85.5,86,0,-2.5,-2,-88,2.5
KXATPCHALLENGERMATCH-26JUL12GIUBAR-BAR,ATP_CHALL,26_50,True,32,29.0,30,30,-3.0,-2,-2,3.0
KXATPCHALLENGERMATCH-26JUL12GIUBAR-GIU,ATP_CHALL,51_75,True,66,70.5,72,70,4.5,6,4,-4.5
KXATPCHALLENGERMATCH-26JUL12GURDAL-DAL,ATP_CHALL,ge76,False,,,,,,,,
KXATPCHALLENGERMATCH-26JUL12GURDAL-GUR,ATP_CHALL,le25,True,8,7.0,8,8,-1.0,0,0,1.0
KXATPCHALLENGERMATCH-26JUL12GUTCAM-CAM,ATP_CHALL,51_75,True,69,68.5,69,68,-0.5,0,-1,0.5
KXATPCHALLENGERMATCH-26JUL12GUTCAM-GUT,ATP_CHALL,26_50,True,35,31.5,33,0,-3.5,-2,-35,3.5
KXATPCHALLENGERMATCH-26JUL12HECISO-HEC,ATP_CHALL,51_75,True,62,55.0,56,56,-7.0,-6,-6,7.0
KXATPCHALLENGERMATCH-26JUL12HECISO-ISO,ATP_CHALL,26_50,True,41,44.5,46,0,3.5,5,-41,-3.5
KXATPCHALLENGERMATCH-26JUL12HERALM-ALM,ATP_CHALL,51_75,True,68,69.5,71,0,1.5,3,-68,-1.5
KXATPCHALLENGERMATCH-26JUL12HERALM-HER,ATP_CHALL,26_50,False,,,,,,,,
KXATPCHALLENGERMATCH-26JUL12HOHSUR-HOH,ATP_CHALL,le25,True,16,15.0,16,0,-1.0,0,-16,1.0
KXATPCHALLENGERMATCH-26JUL12HOHSUR-SUR,ATP_CHALL,ge76,True,85,86.0,87,0,1.0,2,-85,-1.0
KXATPCHALLENGERMATCH-26JUL12HOUJOR-HOU,ATP_CHALL,26_50,True,51,22.5,40,0,-28.5,-11,-51,28.5
KXATPCHALLENGERMATCH-26JUL12HOUJOR-JOR,ATP_CHALL,26_50,True,51,71.5,95,0,20.5,44,-51,-20.5
KXATPCHALLENGERMATCH-26JUL12KARMAR-KAR,ATP_CHALL,26_50,True,44,41.5,42,34,-2.5,-2,-10,2.5
KXATPCHALLENGERMATCH-26JUL12KARMAR-MAR,ATP_CHALL,51_75,True,59,58.5,59,59,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL12KRALOR-KRA,ATP_CHALL,ge76,True,95,94.5,95,95,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL12KRALOR-LOR,ATP_CHALL,le25,True,6,4.5,5,5,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL12KUMTUR-KUM,ATP_CHALL,51_75,True,69,70.5,71,0,1.5,2,-69,-1.5
KXATPCHALLENGERMATCH-26JUL12KUMTUR-TUR,ATP_CHALL,26_50,True,32,29.5,30,28,-2.5,-2,-4,2.5
KXATPCHALLENGERMATCH-26JUL12KUZDE-DE,ATP_CHALL,le25,True,14,17.5,19,0,3.5,5,-14,-3.5
KXATPCHALLENGERMATCH-26JUL12KUZDE-KUZ,ATP_CHALL,ge76,True,86,82.5,84,0,-3.5,-2,-86,3.5
KXATPCHALLENGERMATCH-26JUL12LAGTEP-LAG,ATP_CHALL,51_75,True,71,66.5,68,0,-4.5,-3,-71,4.5
KXATPCHALLENGERMATCH-26JUL12LAGTEP-TEP,ATP_CHALL,26_50,True,32,34.0,35,0,2.0,3,-32,-2.0
KXATPCHALLENGERMATCH-26JUL12LANKOB-KOB,ATP_CHALL,le25,True,7,5.0,6,5,-2.0,-1,-2,2.0
KXATPCHALLENGERMATCH-26JUL12LANKOB-LAN,ATP_CHALL,ge76,True,94,94.5,95,94,0.5,1,0,-0.5
KXATPCHALLENGERMATCH-26JUL12LINMAL-LIN,ATP_CHALL,le25,True,10,9.0,10,0,-1.0,0,-10,1.0
KXATPCHALLENGERMATCH-26JUL12LINMAL-MAL,ATP_CHALL,ge76,False,,,,,,,,
KXATPCHALLENGERMATCH-26JUL12MARARS-ARS,ATP_CHALL,26_50,True,38,41.0,42,37,3.0,4,-1,-3.0
KXATPCHALLENGERMATCH-26JUL12MARARS-MAR,ATP_CHALL,51_75,True,61,59.0,60,63,-2.0,-1,2,2.0
KXATPCHALLENGERMATCH-26JUL12MARFOR-FOR,ATP_CHALL,26_50,True,45,36.0,38,0,-9.0,-7,-45,9.0
KXATPCHALLENGERMATCH-26JUL12MARFOR-MAR,ATP_CHALL,51_75,True,57,63.5,65,0,6.5,8,-57,-6.5
KXATPCHALLENGERMATCH-26JUL12MEJSOT-MEJ,ATP_CHALL,51_75,True,70,67.5,68,68,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL12MEJSOT-SOT,ATP_CHALL,26_50,True,33,32.5,33,33,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL12MIYKUZ-KUZ,ATP_CHALL,26_50,True,37,33.5,35,0,-3.5,-2,-37,3.5
KXATPCHALLENGERMATCH-26JUL12MIYKUZ-MIY,ATP_CHALL,51_75,True,66,66.0,67,67,0.0,1,1,0.0
KXATPCHALLENGERMATCH-26JUL12MOLDON-DON,ATP_CHALL,le25,True,12,10.5,12,0,-1.5,0,-12,1.5
KXATPCHALLENGERMATCH-26JUL12MOLDON-MOL,ATP_CHALL,ge76,True,90,89.0,91,0,-1.0,1,-90,1.0
KXATPCHALLENGERMATCH-26JUL12MORPET-MOR,ATP_CHALL,51_75,True,69,69.5,70,66,0.5,1,-3,-0.5
KXATPCHALLENGERMATCH-26JUL12MORPET-PET,ATP_CHALL,26_50,True,31,30.5,31,33,-0.5,0,2,0.5
KXATPCHALLENGERMATCH-26JUL12OUAFER-FER,ATP_CHALL,le25,True,6,5.5,6,6,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL12OUAFER-OUA,ATP_CHALL,ge76,True,96,94.5,95,95,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL12PALMAR-MAR,ATP_CHALL,le25,True,11,7.5,8,8,-3.5,-3,-3,3.5
KXATPCHALLENGERMATCH-26JUL12PALMAR-PAL,ATP_CHALL,ge76,True,90,93.0,94,95,3.0,4,5,-3.0
KXATPCHALLENGERMATCH-26JUL12PEAKIR-KIR,ATP_CHALL,51_75,True,74,72.5,73,69,-1.5,-1,-5,1.5
KXATPCHALLENGERMATCH-26JUL12PEAKIR-PEA,ATP_CHALL,26_50,True,29,28.5,29,31,-0.5,0,2,0.5
KXATPCHALLENGERMATCH-26JUL12PIETAB-PIE,ATP_CHALL,51_75,True,68,64.5,67,68,-3.5,-1,0,3.5
KXATPCHALLENGERMATCH-26JUL12PIETAB-TAB,ATP_CHALL,26_50,True,33,34.0,36,0,1.0,3,-33,-1.0
KXATPCHALLENGERMATCH-26JUL12POLKUH-KUH,ATP_CHALL,le25,True,19,19.0,20,0,0.0,1,-19,0.0
KXATPCHALLENGERMATCH-26JUL12POLKUH-POL,ATP_CHALL,ge76,True,84,80.5,81,83,-3.5,-3,-1,3.5
KXATPCHALLENGERMATCH-26JUL12POLVIN-POL,ATP_CHALL,26_50,True,43,39.0,41,0,-4.0,-2,-43,4.0
KXATPCHALLENGERMATCH-26JUL12POLVIN-VIN,ATP_CHALL,51_75,True,59,60.0,61,63,1.0,2,4,-1.0
KXATPCHALLENGERMATCH-26JUL12PRIBAL-BAL,ATP_CHALL,le25,True,5,4.5,5,5,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL12PRIBAL-PRI,ATP_CHALL,ge76,True,96,95.5,96,96,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL12RAFAGU-AGU,ATP_CHALL,ge76,True,93,91.5,93,93,-1.5,0,0,1.5
KXATPCHALLENGERMATCH-26JUL12RAFAGU-RAF,ATP_CHALL,le25,True,9,7.5,9,9,-1.5,0,0,1.5
KXATPCHALLENGERMATCH-26JUL12RAIZHU-RAI,ATP_CHALL,26_50,True,40,46.0,51,0,6.0,11,-40,-6.0
KXATPCHALLENGERMATCH-26JUL12RAIZHU-ZHU,ATP_CHALL,51_75,True,63,54.0,59,59,-9.0,-4,-4,9.0
KXATPCHALLENGERMATCH-26JUL12RAQKUM-KUM,ATP_CHALL,51_75,True,54,56.5,58,0,2.5,4,-54,-2.5
KXATPCHALLENGERMATCH-26JUL12RAQKUM-RAQ,ATP_CHALL,26_50,True,46,43.5,45,0,-2.5,-1,-46,2.5
KXATPCHALLENGERMATCH-26JUL12ROUGAN-GAN,ATP_CHALL,ge76,True,96,95.5,96,96,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL12ROUGAN-ROU,ATP_CHALL,le25,True,5,4.5,5,5,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL12SALARN-ARN,ATP_CHALL,ge76,True,87,83.5,85,85,-3.5,-2,-2,3.5
KXATPCHALLENGERMATCH-26JUL12SALARN-SAL,ATP_CHALL,le25,True,17,16.0,17,0,-1.0,0,-17,1.0
KXATPCHALLENGERMATCH-26JUL12SANSCH-SAN,ATP_CHALL,26_50,True,41,54.0,94,0,13.0,53,-41,-13.0
KXATPCHALLENGERMATCH-26JUL12SANSCH-SCH,ATP_CHALL,51_75,True,61,54.5,95,0,-6.5,34,-61,6.5
KXATPCHALLENGERMATCH-26JUL12SIAIVA-IVA,ATP_CHALL,ge76,True,97,95.5,96,95,-1.5,-1,-2,1.5
KXATPCHALLENGERMATCH-26JUL12SIAIVA-SIA,ATP_CHALL,le25,True,5,4.5,5,6,-0.5,0,1,0.5
KXATPCHALLENGERMATCH-26JUL12TOKROZ-ROZ,ATP_CHALL,51_75,True,56,52.5,53,53,-3.5,-3,-3,3.5
KXATPCHALLENGERMATCH-26JUL12TOKROZ-TOK,ATP_CHALL,26_50,True,45,47.0,48,47,2.0,3,2,-2.0
KXATPCHALLENGERMATCH-26JUL12TROHOR-HOR,ATP_CHALL,le25,True,8,6.5,7,8,-1.5,-1,0,1.5
KXATPCHALLENGERMATCH-26JUL12TROHOR-TRO,ATP_CHALL,ge76,False,95,,,,,,,
KXATPCHALLENGERMATCH-26JUL12VALNIJ-NIJ,ATP_CHALL,le25,False,,,,,,,,
KXATPCHALLENGERMATCH-26JUL12VALNIJ-VAL,ATP_CHALL,26_50,True,28,28.0,30,0,0.0,2,-28,0.0
KXATPCHALLENGERMATCH-26JUL12VANCHO-CHO,ATP_CHALL,le25,True,23,22.5,23,26,-0.5,0,3,0.5
KXATPCHALLENGERMATCH-26JUL12VANCHO-VAN,ATP_CHALL,ge76,True,79,77.0,78,73,-2.0,-1,-6,2.0
KXATPCHALLENGERMATCH-26JUL12VILRAH-RAH,ATP_CHALL,26_50,True,31,30.5,32,0,-0.5,1,-31,0.5
KXATPCHALLENGERMATCH-26JUL12VILRAH-VIL,ATP_CHALL,51_75,True,70,69.0,70,70,-1.0,0,0,1.0
KXATPCHALLENGERMATCH-26JUL12WESPAA-PAA,ATP_CHALL,26_50,True,39,41.5,44,0,2.5,5,-39,-2.5
KXATPCHALLENGERMATCH-26JUL12WESPAA-WES,ATP_CHALL,51_75,True,65,59.0,60,61,-6.0,-5,-4,6.0
KXATPCHALLENGERMATCH-26JUL12WESSEL-SEL,ATP_CHALL,51_75,True,54,51.0,52,54,-3.0,-2,0,3.0
KXATPCHALLENGERMATCH-26JUL12WESSEL-WES,ATP_CHALL,26_50,True,50,48.5,49,0,-1.5,-1,-50,1.5
KXATPCHALLENGERMATCH-26JUL12WINROB-ROB,ATP_CHALL,le25,True,8,6.5,7,7,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL12WINROB-WIN,ATP_CHALL,ge76,True,92,93.0,94,92,1.0,2,0,-1.0
KXATPCHALLENGERMATCH-26JUL12YEVBOR-BOR,ATP_CHALL,le25,True,7,6.0,7,7,-1.0,0,0,1.0
KXATPCHALLENGERMATCH-26JUL12YEVBOR-YEV,ATP_CHALL,ge76,True,95,94.5,95,0,-0.5,0,-95,0.5
KXATPCHALLENGERMATCH-26JUL12YIBMAL-MAL,ATP_CHALL,le25,True,16,17.5,18,0,1.5,2,-16,-1.5
KXATPCHALLENGERMATCH-26JUL12YIBMAL-YIB,ATP_CHALL,ge76,True,85,83.0,84,85,-2.0,-1,0,2.0
KXATPCHALLENGERMATCH-26JUL12YOUDLI-DLI,ATP_CHALL,26_50,True,42,38.5,39,0,-3.5,-3,-42,3.5
KXATPCHALLENGERMATCH-26JUL12YOUDLI-YOU,ATP_CHALL,51_75,True,60,60.5,61,63,0.5,1,3,-0.5
KXATPCHALLENGERMATCH-26JUL13AGABAR-AGA,ATP_CHALL,26_50,True,44,44.5,45,45,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL13AGABAR-BAR,ATP_CHALL,51_75,True,55,54.5,55,55,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL13ALVKUM-ALV,ATP_CHALL,51_75,True,57,53.0,54,54,-4.0,-3,-3,4.0
KXATPCHALLENGERMATCH-26JUL13ALVKUM-KUM,ATP_CHALL,26_50,True,43,46.5,47,48,3.5,4,5,-3.5
KXATPCHALLENGERMATCH-26JUL13ARSDAL-ARS,ATP_CHALL,26_50,True,49,47.5,49,44,-1.5,0,-5,1.5
KXATPCHALLENGERMATCH-26JUL13ARSDAL-DAL,ATP_CHALL,26_50,True,52,50.5,51,51,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL13ARSMAR-ARS,ATP_CHALL,26_50,True,32,32.5,33,33,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL13ARSMAR-MAR,ATP_CHALL,51_75,True,69,67.5,68,68,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL13BINFUE-BIN,ATP_CHALL,26_50,True,38,37.5,39,40,-0.5,1,2,0.5
KXATPCHALLENGERMATCH-26JUL13BINFUE-FUE,ATP_CHALL,51_75,True,64,62.0,63,61,-2.0,-1,-3,2.0
KXATPCHALLENGERMATCH-26JUL13BOUGAN-BOU,ATP_CHALL,51_75,True,68,62.5,63,65,-5.5,-5,-3,5.5
KXATPCHALLENGERMATCH-26JUL13BOUGAN-GAN,ATP_CHALL,26_50,True,33,38.5,39,40,5.5,6,7,-5.5
KXATPCHALLENGERMATCH-26JUL13BOUZHA-BOU,ATP_CHALL,le25,True,21,24.5,25,25,3.5,4,4,-3.5
KXATPCHALLENGERMATCH-26JUL13BOUZHA-ZHA,ATP_CHALL,51_75,True,78,74.5,75,78,-3.5,-3,0,3.5
KXATPCHALLENGERMATCH-26JUL13CHOSUR-CHO,ATP_CHALL,le25,True,21,21.0,22,20,0.0,1,-1,0.0
KXATPCHALLENGERMATCH-26JUL13CHOSUR-SUR,ATP_CHALL,ge76,True,80,77.5,79,80,-2.5,-1,0,2.5
KXATPCHALLENGERMATCH-26JUL13DONWES-DON,ATP_CHALL,le25,True,25,24.5,26,0,-0.5,1,-25,0.5
KXATPCHALLENGERMATCH-26JUL13DONWES-WES,ATP_CHALL,51_75,True,74,75.5,77,77,1.5,3,3,-1.5
KXATPCHALLENGERMATCH-26JUL13FORHUA-FOR,ATP_CHALL,51_75,False,77,,,,,,,
KXATPCHALLENGERMATCH-26JUL13FORHUA-HUA,ATP_CHALL,le25,True,23,24.0,25,26,1.0,2,3,-1.0
KXATPCHALLENGERMATCH-26JUL13FORMAK-FOR,ATP_CHALL,51_75,True,66,64.5,65,65,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL13FORMAK-MAK,ATP_CHALL,26_50,True,35,35.0,36,0,0.0,1,-35,0.0
KXATPCHALLENGERMATCH-26JUL13FORRAF-FOR,ATP_CHALL,ge76,True,86,85.0,86,88,-1.0,0,2,1.0
KXATPCHALLENGERMATCH-26JUL13FORRAF-RAF,ATP_CHALL,le25,True,17,15.0,16,16,-2.0,-1,-1,2.0
KXATPCHALLENGERMATCH-26JUL13GIUALM-ALM,ATP_CHALL,26_50,True,36,33.5,34,34,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL13GIUALM-GIU,ATP_CHALL,51_75,True,65,65.5,66,66,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL13GREVAN-GRE,ATP_CHALL,51_75,True,70,69.5,70,70,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL13GREVAN-VAN,ATP_CHALL,26_50,True,31,30.5,31,30,-0.5,0,-1,0.5
KXATPCHALLENGERMATCH-26JUL13HOLWAT-HOL,ATP_CHALL,26_50,True,53,50.5,51,51,-2.5,-2,-2,2.5
KXATPCHALLENGERMATCH-26JUL13HOLWAT-WAT,ATP_CHALL,26_50,True,49,49.5,50,50,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL13INCSTE-INC,ATP_CHALL,51_75,True,56,51.0,52,52,-5.0,-4,-4,5.0
KXATPCHALLENGERMATCH-26JUL13INCSTE-STE,ATP_CHALL,26_50,True,47,48.5,49,51,1.5,2,4,-1.5
KXATPCHALLENGERMATCH-26JUL13JONPET-JON,ATP_CHALL,26_50,True,39,38.5,39,39,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL13JONPET-PET,ATP_CHALL,51_75,True,62,60.5,61,61,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL13KENSHE-KEN,ATP_CHALL,51_75,True,58,57.0,58,58,-1.0,0,0,1.0
KXATPCHALLENGERMATCH-26JUL13KENSHE-SHE,ATP_CHALL,26_50,True,44,43.5,44,44,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL13KRASAL-KRA,ATP_CHALL,ge76,True,99,84.0,85,85,-15.0,-14,-14,15.0
KXATPCHALLENGERMATCH-26JUL13KRASAL-SAL,ATP_CHALL,le25,True,1,14.5,15,15,13.5,14,14,-13.5
KXATPCHALLENGERMATCH-26JUL13KRUMAR-KRU,ATP_CHALL,51_75,True,60,60.5,61,61,0.5,1,1,-0.5
KXATPCHALLENGERMATCH-26JUL13KRUMAR-MAR,ATP_CHALL,26_50,True,40,39.5,40,40,-0.5,0,0,0.5
KXATPCHALLENGERMATCH-26JUL13KUMLAG-KUM,ATP_CHALL,26_50,True,43,41.5,42,42,-1.5,-1,-1,1.5
KXATPCHALLENGERMATCH-26JUL13KUMLAG-LAG,ATP_CHALL,51_75,True,60,57.5,58,57,-2.5,-2,-3,2.5
KXATPCHALLENGERMATCH-26JUL13KUZNIJ-KUZ,ATP_CHALL,51_75,True,68,67.0,68,68,-1.0,0,0,1.0
KXATPCHALLENGERMATCH-26JUL13KUZNIJ-NIJ,ATP_CHALL,26_50,True,34,33.5,35,35,-0.5,1,1,0.5
