code,category,state,offer_margin_c,band,bell_source,reason_join,leg_reasons
26JUL12FEICHE,WTA_CHALL,NEITHER_FOR_REASON,1,THIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)+STOOD_TOO_DEEP,"{""CHE"": ""STOOD_TOO_DEEP"", ""FEI"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL12FORPAM,ATP_CHALL,PARTIAL_FOR_REASON,7,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""FOR"": ""STOOD_TOO_DEEP""}"
26JUL12GANJAN,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""GAN"": ""STOOD_TOO_DEEP""}"
26JUL12GURDAL,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""GUR"": ""STOOD_TOO_DEEP""}"
26JUL12HERALM,ATP_CHALL,PARTIAL_FOR_REASON,20,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""HER"": ""STOOD_TOO_DEEP""}"
26JUL12HERKAZ,WTA_MAIN,PARTIAL_FOR_REASON,8,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""HER"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL12HESKOT,WTA_CHALL,PARTIAL_FOR_REASON,11,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""KOT"": ""STOOD_TOO_DEEP""}"
26JUL12HODYAS,WTA_MAIN,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""HOD"": ""STOOD_TOO_DEEP""}"
26JUL12HOUJOR,ATP_CHALL,PARTIAL_FOR_REASON,3,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""JOR"": ""STOOD_TOO_DEEP""}"
26JUL12ITOMAN,WTA_MAIN,PARTIAL_FOR_REASON,6,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""MAN"": ""STOOD_TOO_DEEP""}"
26JUL12JACTRU,ATP_MAIN,PARTIAL_FOR_REASON,8,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""TRU"": ""STOOD_TOO_DEEP""}"
26JUL12KARMAR,ATP_CHALL,PARTIAL_FOR_REASON,7,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""KAR"": ""STOOD_TOO_DEEP""}"
26JUL12KRALOR,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""KRA"": ""STOOD_TOO_DEEP""}"
26JUL12KULZAA,WTA_MAIN,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""ZAA"": ""STOOD_TOO_DEEP""}"
26JUL12KUMTUR,ATP_CHALL,NEITHER_FOR_REASON,4,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""KUM"": ""STOOD_TOO_DEEP"", ""TUR"": ""STOOD_TOO_DEEP""}"
26JUL12KUZDE,ATP_CHALL,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""KUZ"": ""STOOD_TOO_DEEP""}"
26JUL12LEPBUR,WTA_MAIN,PARTIAL_FOR_REASON,7,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BUR"": ""STOOD_TOO_DEEP""}"
26JUL12LINMAL,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""LIN"": ""STOOD_TOO_DEEP""}"
26JUL12MALTUR,WTA_CHALL,PARTIAL_FOR_REASON,5,MAIN,MACHINE_RECEIPT,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""MAL"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL12MARARS,ATP_CHALL,PARTIAL_FOR_REASON,6,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""MAR"": ""STOOD_TOO_DEEP""}"
26JUL12MARFOR,ATP_CHALL,PARTIAL_FOR_REASON,7,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""FOR"": ""STOOD_TOO_DEEP""}"
26JUL12MARHAN,ATP_MAIN,PARTIAL_FOR_REASON,7,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""HAN"": ""STOOD_TOO_DEEP""}"
26JUL12MEJSOT,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""MEJ"": ""STOOD_TOO_DEEP""}"
26JUL12MICKUL,WTA_MAIN,PARTIAL_FOR_REASON,5,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""MIC"": ""STOOD_TOO_DEEP""}"
26JUL12MIYKUZ,ATP_CHALL,PARTIAL_FOR_REASON,5,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""KUZ"": ""STOOD_TOO_DEEP""}"
26JUL12MOLROY,ATP_MAIN,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""MOL"": ""STOOD_TOO_DEEP""}"
26JUL12MORPET,ATP_CHALL,PARTIAL_FOR_REASON,6,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""MOR"": ""STOOD_TOO_DEEP""}"
26JUL12NEUTOP,ATP_MAIN,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""NEU"": ""STOOD_TOO_DEEP""}"
26JUL12OFNTIR,ATP_MAIN,PARTIAL_FOR_REASON,6,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""OFN"": ""STOOD_TOO_DEEP""}"
26JUL12OKAIPE,WTA_MAIN,PARTIAL_FOR_REASON,14,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""OKA"": ""STOOD_TOO_DEEP""}"
26JUL12PALCOL,WTA_CHALL,PARTIAL_FOR_REASON,8,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""COL"": ""STOOD_TOO_DEEP""}"
26JUL12PANYOR,WTA_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""PAN"": ""STOOD_TOO_DEEP""}"
26JUL12PASKAS,ATP_MAIN,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""KAS"": ""STOOD_TOO_DEEP""}"
26JUL12PIETAB,ATP_CHALL,NEITHER_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""PIE"": ""STOOD_TOO_DEEP"", ""TAB"": ""STOOD_TOO_DEEP""}"
26JUL12PRIBAL,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BAL"": ""STOOD_TOO_DEEP""}"
26JUL12RAFAGU,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""RAF"": ""STOOD_TOO_DEEP""}"
26JUL12RAIZHU,ATP_CHALL,PARTIAL_FOR_REASON,5,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""ZHU"": ""STOOD_TOO_DEEP""}"
26JUL12RAQKUM,ATP_CHALL,PARTIAL_FOR_REASON,17,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""KUM"": ""STOOD_TOO_DEEP""}"
26JUL12REJMID,ATP_MAIN,PARTIAL_FOR_REASON,6,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""MID"": ""STOOD_TOO_DEEP""}"
26JUL12ROMTOD,WTA_MAIN,PARTIAL_FOR_REASON,5,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""ROM"": ""STOOD_TOO_DEEP""}"
26JUL12ROUJAK,WTA_CHALL,PARTIAL_FOR_REASON,7,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""JAK"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL12SKASAC,ATP_MAIN,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""SAC"": ""STOOD_TOO_DEEP""}"
26JUL12SOKNUG,WTA_CHALL,PARTIAL_FOR_REASON,8,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""NUG"": ""STOOD_TOO_DEEP""}"
26JUL12SVRDIM,ATP_MAIN,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""SVR"": ""STOOD_TOO_DEEP""}"
26JUL12TABHUE,ATP_MAIN,PARTIAL_FOR_REASON,9,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""TAB"": ""STOOD_TOO_DEEP""}"
26JUL12TOKROZ,ATP_CHALL,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""ROZ"": ""STOOD_TOO_DEEP""}"
26JUL12TROHOR,ATP_CHALL,PARTIAL_FOR_REASON,7,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""TRO"": ""STOOD_TOO_DEEP""}"
26JUL12VANCHO,ATP_CHALL,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""VAN"": ""STOOD_TOO_DEEP""}"
26JUL12VILRAH,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""RAH"": ""STOOD_TOO_DEEP""}"
26JUL12VOLMAR,WTA_CHALL,PARTIAL_FOR_REASON,3,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""MAR"": ""STOOD_TOO_DEEP""}"
26JUL12WESPAA,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""WES"": ""STOOD_TOO_DEEP""}"
26JUL12WINROB,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""ROB"": ""STOOD_TOO_DEEP""}"
26JUL12ZELFAL,WTA_CHALL,PARTIAL_FOR_REASON,14,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""FAL"": ""STOOD_TOO_DEEP""}"
26JUL13AGABAR,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BAR"": ""STOOD_TOO_DEEP""}"
26JUL13ARAZID,WTA_MAIN,NEITHER_FOR_REASON,5,MAIN,TAPE_INFERENCE,STOOD_ELSEWHERE+STOOD_TOO_DEEP,"{""ARA"": ""STOOD_ELSEWHERE(AT_OR_ABOVE_NO_VALID_CREDIT)"", ""ZID"": ""STOOD_TOO_DEEP""}"
26JUL13ARGTAG,WTA_MAIN,PARTIAL_FOR_REASON,6,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""TAG"": ""STOOD_TOO_DEEP""}"
26JUL13ARSDAL,ATP_CHALL,PARTIAL_FOR_REASON,10,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""ARS"": ""STOOD_TOO_DEEP""}"
26JUL13AVAFET,WTA_MAIN,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""AVA"": ""STOOD_TOO_DEEP""}"
26JUL13BAIPRO,WTA_CHALL,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""PRO"": ""STOOD_TOO_DEEP""}"
26JUL13BINFUE,ATP_CHALL,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BIN"": ""STOOD_TOO_DEEP""}"
26JUL13BOUGAN,ATP_CHALL,PARTIAL_FOR_REASON,5,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BOU"": ""STOOD_TOO_DEEP""}"
26JUL13BOUZHA,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""ZHA"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL13BURPUT,WTA_MAIN,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""PUT"": ""STOOD_TOO_DEEP""}"
26JUL13CHOSUR,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""SUR"": ""STOOD_TOO_DEEP""}"
26JUL13DONWES,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""WES"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL13FAUDAM,ATP_MAIN,PARTIAL_FOR_REASON,3,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""DAM"": ""STOOD_TOO_DEEP""}"
26JUL13GIUALM,ATP_CHALL,NEITHER_FOR_REASON,2,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""ALM"": ""STOOD_TOO_DEEP"", ""GIU"": ""STOOD_TOO_DEEP""}"
26JUL13GJOCHI,WTA_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""GJO"": ""STOOD_TOO_DEEP""}"
26JUL13GREVAN,ATP_CHALL,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""GRE"": ""STOOD_TOO_DEEP""}"
26JUL13HERJAK,WTA_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""JAK"": ""STOOD_TOO_DEEP""}"
26JUL13HOLWAT,ATP_CHALL,NEITHER_FOR_REASON,3,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""HOL"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)"", ""WAT"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL13JONPET,ATP_CHALL,NEITHER_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""JON"": ""STOOD_TOO_DEEP"", ""PET"": ""STOOD_TOO_DEEP""}"
26JUL13KABPER,WTA_CHALL,NEITHER_FOR_REASON,1,THIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""KAB"": ""STOOD_TOO_DEEP"", ""PER"": ""STOOD_TOO_DEEP""}"
26JUL13KAWWAL,WTA_MAIN,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""WAL"": ""STOOD_TOO_DEEP""}"
26JUL13KNUKUR,WTA_CHALL,PARTIAL_FOR_REASON,6,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""KNU"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL13KOTURG,WTA_CHALL,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""KOT"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL13KRASAL,ATP_CHALL,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""KRA"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL13MATMIC,WTA_MAIN,PARTIAL_FOR_REASON,6,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""MAT"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL13MONANG,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""MON"": ""STOOD_TOO_DEEP""}"
26JUL13MORBEJ,WTA_MAIN,PARTIAL_FOR_REASON,6,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""BEJ"": ""STOOD_TOO_DEEP""}"
26JUL13NOGBRO,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""BRO"": ""STOOD_TOO_DEEP""}"
26JUL13OUALIN,ATP_CHALL,PARTIAL_FOR_REASON,8,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""OUA"": ""STOOD_TOO_DEEP""}"
26JUL13PALGON,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""PAL"": ""STOOD_TOO_DEEP""}"
26JUL13PERTOB,ATP_CHALL,PARTIAL_FOR_REASON,4,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""TOB"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL13POLMIY,ATP_CHALL,PARTIAL_FOR_REASON,5,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""POL"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL13QUERUS,WTA_MAIN,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""RUS"": ""STOOD_TOO_DEEP""}"
26JUL13RADIVA,ATP_CHALL,PARTIAL_FOR_REASON,4,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""RAD"": ""STOOD_TOO_DEEP""}"
26JUL13RADREN,WTA_CHALL,NEITHER_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""RAD"": ""STOOD_TOO_DEEP"", ""REN"": ""STOOD_TOO_DEEP""}"
26JUL13RINAST,WTA_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""RIN"": ""STOOD_TOO_DEEP""}"
26JUL13RODALK,ATP_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""ROD"": ""STOOD_TOO_DEEP""}"
26JUL13ROMKUL,WTA_MAIN,PARTIAL_FOR_REASON,8,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""ROM"": ""STOOD_TOO_DEEP""}"
26JUL13SAKTON,WTA_MAIN,PARTIAL_FOR_REASON,7,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""SAK"": ""STOOD_TOO_DEEP""}"
26JUL13SANLOP,ATP_CHALL,PARTIAL_FOR_REASON,1,THIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""LOP"": ""STOOD_TOO_DEEP""}"
26JUL13SELYAN,WTA_CHALL,PARTIAL_FOR_REASON,2,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""YAN"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL13SHEGAL,WTA_MAIN,PARTIAL_FOR_REASON,5,MAIN,TAPE_INFERENCE,STOOD_TOO_DEEP,"{""GAL"": ""STOOD_TOO_DEEP""}"
26JUL13SHIHUA,WTA_CHALL,PARTIAL_FOR_REASON,3,MAIN,TAPE_INFERENCE,LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED),"{""HUA"": ""LICENSE_BLOCKED(MACHINE_READ_LEVEL_AUTHORITY_NOT_EARNED)""}"
26JUL13TABROD,ATP_MAIN,PARTIAL_FOR_REASON,7,MAIN,MACHINE_RECEIPT,STOOD_TOO_DEEP,"{""TAB"": ""STOOD_TOO_DEEP""}"
