ep,ts_utc,machine,leg,kind,target_cents,state,law,pulse_floor,guard,receipt,mark
1784522999,2026-07-20 04:49:59,V47,RUG,DEEP_GAP_WITHHOLD_LIFT,,,,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-4,
1784522999,2026-07-20 04:49:59,V47,RUG,REPRICE_REST,52,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-4,
1784522999,2026-07-20 04:49:59,V47,TOT,DEEP_GAP_WITHHOLD_START,,,,,V42_DEEP_GAP_FEASIBILITY_WITHHOLD,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-3,
1784522999,2026-07-20 04:49:59,V47,TOT,DEEP_GAP_WITHHOLD_LIFT,,,,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-4,
1784522999,2026-07-20 04:49:59,V47,TOT,REPRICE_REST,38,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-4,
1784522999,2026-07-20 04:49:59,V47,TOT,DEEP_GAP_WITHHOLD_START,,,,,V42_DEEP_GAP_FEASIBILITY_WITHHOLD,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-3,
1784522999,2026-07-20 04:49:59,V47,TOT,DEEP_GAP_WITHHOLD_LIFT,,,,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-4,
1784522999,2026-07-20 04:49:59,V47,TOT,REPRICE_REST,38,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-4,
1784522999,2026-07-20 04:49:59,V49,RUG,DEEP_GAP_WITHHOLD_START,,,,,V42_DEEP_GAP_FEASIBILITY_WITHHOLD,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-3,
1784522999,2026-07-20 04:49:59,V49,RUG,DEEP_GAP_WITHHOLD_LIFT,,,,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-4,
1784522999,2026-07-20 04:49:59,V49,RUG,DEEP_GAP_WITHHOLD_START,,,,,V42_DEEP_GAP_FEASIBILITY_WITHHOLD,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-3,
1784522999,2026-07-20 04:49:59,V49,RUG,DEEP_GAP_WITHHOLD_LIFT,,,,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-4,
1784522999,2026-07-20 04:49:59,V49,RUG,EVIDENCE_ESTABLISHED,52,,OWN_BEST_BID_P_CONTINUOUSLY_STANDING,,,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-3,EVIDENCE_OWN_BEST_BID_P_CONTINUOUSLY_STANDING_AT_52
1784522999,2026-07-20 04:49:59,V49,TOT,DEEP_GAP_WITHHOLD_START,,,,,V42_DEEP_GAP_FEASIBILITY_WITHHOLD,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-3,
1784522999,2026-07-20 04:49:59,V49,TOT,DEEP_GAP_WITHHOLD_LIFT,,,,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-4,
1784522999,2026-07-20 04:49:59,V49,TOT,REPRICE_REST,38,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-4,
1784522999,2026-07-20 04:49:59,V49,TOT,REPRICE_REST,37,FALLING,V41_V36_FALLING_NO_CHASE,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-4,
1784522999,2026-07-20 04:49:59,V49,TOT,DEEP_GAP_WITHHOLD_START,,,,,V42_DEEP_GAP_FEASIBILITY_WITHHOLD,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-3,
1784522999,2026-07-20 04:49:59,V49,TOT,DEEP_GAP_WITHHOLD_LIFT,,,,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-4,
1784522999,2026-07-20 04:49:59,V49,TOT,REPRICE_REST,38,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-4,
1784522999,2026-07-20 04:49:59,V49,TOT,REPRICE_REST,37,FALLING,V41_V36_FALLING_NO_CHASE,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-4,
1784522999,2026-07-20 04:49:59,V49,TOT,EVIDENCE_ESTABLISHED,38,,OWN_BEST_BID_P_CONTINUOUSLY_STANDING,,,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-3,EVIDENCE_OWN_BEST_BID_P_CONTINUOUSLY_STANDING_AT_38
1784523666,2026-07-20 05:01:06,V49,TOT,REPRICE_REST,38,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-24,
1784523666,2026-07-20 05:01:06,V49,TOT,REPRICE_REST,38,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-24,
1784523992,2026-07-20 05:06:32,V49,RUG,REPRICE_REST,52,SETTLED,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-24,
1784523992,2026-07-20 05:06:32,V49,RUG,REPRICE_REST,52,SETTLED,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-24,
1784524213,2026-07-20 05:10:13,V47,RUG,REPRICE_REST,53,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-46,
1784524213,2026-07-20 05:10:13,V47,RUG,REPRICE_REST,53,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-46,
1784524213,2026-07-20 05:10:13,V49,RUG,REPRICE_REST,53,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-46,
1784524213,2026-07-20 05:10:13,V49,RUG,REPRICE_REST,53,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-46,
1784524755,2026-07-20 05:19:15,V47,RUG,REPRICE_REST,54,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-90,
1784524755,2026-07-20 05:19:15,V47,RUG,REPRICE_REST,54,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-90,
1784524755,2026-07-20 05:19:15,V49,RUG,REPRICE_REST,54,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-90,
1784524755,2026-07-20 05:19:15,V49,RUG,REPRICE_REST,54,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-90,
1784526756,2026-07-20 05:52:36,V47,RUG,REPRICE_REST,55,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-91,
1784526756,2026-07-20 05:52:36,V47,RUG,REPRICE_REST,55,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-91,
1784526756,2026-07-20 05:52:36,V49,RUG,REPRICE_REST,55,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-91,
1784526756,2026-07-20 05:52:36,V49,RUG,REPRICE_REST,55,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-91,
1784526757,2026-07-20 05:52:37,V47,TOT,REPRICE_REST,39,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-76,
1784526757,2026-07-20 05:52:37,V47,TOT,REPRICE_REST,39,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-76,
1784526757,2026-07-20 05:52:37,V49,TOT,REPRICE_REST,39,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-76,
1784526757,2026-07-20 05:52:37,V49,TOT,REPRICE_REST,39,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-76,
1784526757,2026-07-20 05:52:37,V49,TOT,EVIDENCE_ESTABLISHED,39,,OWN_BEST_BID_P_CONTINUOUSLY_STANDING,,,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-76,EVIDENCE_OWN_BEST_BID_P_CONTINUOUSLY_STANDING_AT_39
1784526771,2026-07-20 05:52:51,V49,TOT,REPRICE_REST,38,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-96,
1784526771,2026-07-20 05:52:51,V49,TOT,REPRICE_REST,38,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-96,
1784526785,2026-07-20 05:53:05,V47,RUG,REPRICE_REST,54,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-109,
1784526785,2026-07-20 05:53:05,V47,RUG,REPRICE_REST,54,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-109,
1784526785,2026-07-20 05:53:05,V49,RUG,REPRICE_REST,54,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-109,
1784526785,2026-07-20 05:53:05,V49,RUG,REPRICE_REST,54,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-109,
1784527144,2026-07-20 05:59:04,V49,TOT,REPRICE_REST,39,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-120,
1784527144,2026-07-20 05:59:04,V49,TOT,REPRICE_REST,39,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-120,
1784527336,2026-07-20 06:02:16,V47,TOT,REPRICE_REST,40,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-123,
1784527336,2026-07-20 06:02:16,V47,TOT,REPRICE_REST,40,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-123,
1784527336,2026-07-20 06:02:16,V49,TOT,REPRICE_REST,40,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-123,
1784527336,2026-07-20 06:02:16,V49,TOT,REPRICE_REST,39,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-124,
1784527336,2026-07-20 06:02:16,V49,TOT,REPRICE_REST,40,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-123,
1784527336,2026-07-20 06:02:16,V49,TOT,REPRICE_REST,39,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-124,
1784527364,2026-07-20 06:02:44,V47,TOT,REPRICE_REST,39,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-125,
1784527364,2026-07-20 06:02:44,V47,TOT,REPRICE_REST,39,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-125,
1784527395,2026-07-20 06:03:15,V47,TOT,REPRICE_REST,40,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-127,
1784527395,2026-07-20 06:03:15,V47,TOT,REPRICE_REST,40,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-127,
1784527395,2026-07-20 06:03:15,V49,TOT,REPRICE_REST,40,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-127,
1784527395,2026-07-20 06:03:15,V49,TOT,REPRICE_REST,39,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,43,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-128,
1784527395,2026-07-20 06:03:15,V49,TOT,REPRICE_REST,40,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-127,
1784527395,2026-07-20 06:03:15,V49,TOT,REPRICE_REST,39,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,43,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-128,
1784527411,2026-07-20 06:03:31,V47,TOT,REPRICE_REST,39,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,43,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-129,
1784527411,2026-07-20 06:03:31,V47,TOT,REPRICE_REST,39,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,43,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-129,
1784527437,2026-07-20 06:03:57,V47,TOT,REPRICE_REST,40,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,43,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-131,
1784527437,2026-07-20 06:03:57,V47,TOT,REPRICE_REST,40,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,43,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-131,
1784527437,2026-07-20 06:03:57,V49,TOT,REPRICE_REST,40,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,43,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-131,
1784527437,2026-07-20 06:03:57,V49,TOT,REPRICE_REST,39,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,43,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-132,
1784527437,2026-07-20 06:03:57,V49,TOT,REPRICE_REST,40,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,43,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-131,
1784527437,2026-07-20 06:03:57,V49,TOT,REPRICE_REST,39,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,43,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-132,
1784527470,2026-07-20 06:04:30,V47,TOT,REPRICE_REST,39,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,43,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-133,
1784527470,2026-07-20 06:04:30,V47,TOT,REPRICE_REST,39,FALLING,V43_C3_TRACKING_REST_BEST_BID_ONE_CENT_LESS_GREEDY,43,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-133,
1784527490,2026-07-20 06:04:50,V47,RUG,REPRICE_REST,55,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-129,
1784527490,2026-07-20 06:04:50,V47,RUG,REPRICE_REST,54,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-131,
1784527490,2026-07-20 06:04:50,V47,RUG,REPRICE_REST,55,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-129,
1784527490,2026-07-20 06:04:50,V47,RUG,REPRICE_REST,54,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-131,
1784527490,2026-07-20 06:04:50,V49,RUG,REPRICE_REST,55,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-129,
1784527490,2026-07-20 06:04:50,V49,RUG,REPRICE_REST,54,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-131,
1784527490,2026-07-20 06:04:50,V49,RUG,REPRICE_REST,55,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-129,
1784527490,2026-07-20 06:04:50,V49,RUG,REPRICE_REST,54,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-RUG.csv.gz#row-131,
1784527500,2026-07-20 06:05:00,V47,TOT,REPRICE_REST,40,RISING,V41_RISING_PERSISTENCE_ONLY_JOIN_300S_P2_OVER_P1,43,V42_DEEP_GAP_FEASIBILITY_PASS,KXWTACHALLENGERMATCH-26JUL20TOTRUG-TOT.csv.gz#row-135,
